NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,NM_UE,endereco_geocode,lat,lng
378,564,1660,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,170,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,238,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,197,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,469,2305,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,218,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,21,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,224,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,29,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,733,2003,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,136,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,601,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,163,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,621,1880,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,681,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,655,1848,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,624,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,141,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,587,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,161,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,114,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,590,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,136,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,273,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,315,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,21,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,481,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,197,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,171,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,221,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,74,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,346,1406,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,257,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,281,1147,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,177,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,98,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,148,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,201,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,391,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,336,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,242,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,407,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,32,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,135,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,167,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,198,1406,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,478,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,186,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,585,1880,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,242,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,528,1899,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,80,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,128,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,235,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,228,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,20,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,375,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,670,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,203,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,270,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,35,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,221,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,461,1597,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,69,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,176,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,573,1660,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,332,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,481,2313,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,467,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,194,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,138,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,94,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,147,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,231,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,206,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,127,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,766,2054,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,108,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,6,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,87,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,81,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,123,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,338,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,229,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,606,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,97,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,707,1970,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,92,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,55,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,266,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,334,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,457,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,577,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,68,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,216,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,293,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,243,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,336,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,479,2313,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,422,2267,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,342,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,765,2054,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,96,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,176,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,507,1570,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,25,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,474,1546,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,387,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,470,1503,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,142,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,131,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,47,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,567,2399,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,249,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,471,2313,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,711,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,314,1465,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,405,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,326,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,253,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,181,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,180,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,330,1384,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,32,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,254,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,281,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,431,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,404,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,388,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,578,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,598,1830,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,122,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,316,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,524,2356,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,320,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,498,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,606,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,15,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,542,1694,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,383,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,439,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,19,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,409,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,139,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,209,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,731,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,344,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,3,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,341,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,163,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,266,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,117,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,632,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,184,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,68,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,503,1570,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,453,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,234,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,151,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,333,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,336,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,369,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,493,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,517,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,783,2070,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,403,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,76,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,320,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,314,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,197,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,440,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,67,2151,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,8,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,493,1562,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,61,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,169,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,538,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,57,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,133,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,471,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,231,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,736,2003,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,640,1899,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,189,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,526,1902,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,164,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,639,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,531,2364,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,456,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,365,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,81,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,306,1384,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,193,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,641,1880,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,249,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,86,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,324,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,235,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,322,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,526,2356,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,529,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,264,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,333,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,512,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,50,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,305,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,39,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,80,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,227,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,233,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,133,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,293,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,69,2151,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,444,2283,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,459,1546,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,613,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,413,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,311,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,292,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,286,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,451,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,347,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,412,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,109,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,61,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,553,1660,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,116,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,225,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,208,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,281,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,607,1686,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,732,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,275,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,269,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,189,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,433,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,448,2283,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,570,2402,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,76,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,575,2410,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,459,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,396,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,246,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,290,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,92,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,302,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,221,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,609,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,165,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,28,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,271,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,106,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,265,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,204,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,87,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,480,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,224,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,638,1910,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,262,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,393,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,710,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,767,2054,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,29,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,41,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,499,1562,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,84,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,712,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,118,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,2,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,252,1244,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,189,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,94,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,312,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,72,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,274,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,441,1490,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,423,2267,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,221,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,278,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,510,1899,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,22,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,432,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,300,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,25,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,125,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,746,2020,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,596,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,94,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,782,2070,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,486,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,579,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,247,1147,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,220,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,443,2283,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,435,1597,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,494,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,151,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,48,1147,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,140,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,154,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,57,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,735,2003,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,128,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,444,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,772,2062,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,228,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,150,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,195,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,542,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,35,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,396,1503,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,755,2038,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,637,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,153,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,646,1856,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,347,1260,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,46,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,53,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,120,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,12,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,194,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,309,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,126,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,340,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,309,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,114,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,151,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,535,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,472,2313,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,222,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,630,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,41,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
