NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,NM_UE,endereco_geocode,lat,lng
275,114,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,98,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,54,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,107,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,593,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,161,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,420,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,547,2372,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,135,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,464,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,149,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,481,1600,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,663,1830,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,170,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,7,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,434,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,400,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,341,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,147,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,634,1600,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,751,2038,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,119,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,581,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,469,1600,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,201,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,608,1910,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,301,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,749,2020,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,272,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,50,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,212,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,183,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,175,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,602,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,214,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,234,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,323,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,329,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,408,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,36,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,68,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,13,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,248,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,84,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,63,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,141,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,65,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,728,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,516,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,203,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,639,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,432,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,163,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,558,2380,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,237,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,55,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,478,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,1,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,6,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,104,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,557,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,685,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,179,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,51,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,445,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,379,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,466,1546,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,429,2267,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,127,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,358,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,340,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,299,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,50,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,521,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,576,2410,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,453,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,510,2348,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,430,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,330,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,1,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,28,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,23,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,464,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,148,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,117,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,203,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,113,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,561,2380,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,271,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,436,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,315,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,31,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,386,1473,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,617,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,199,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,357,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,118,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,284,1368,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,251,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,596,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,15,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,684,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,88,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,274,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,232,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,378,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,32,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,287,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,392,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,37,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,490,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,22,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,226,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,565,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,39,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,202,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,448,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,318,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,63,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,607,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,3,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,285,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,482,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,299,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,309,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,719,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,326,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,24,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,351,2135,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,553,2372,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,432,1520,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,205,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,305,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,147,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,263,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,137,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,759,2046,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,604,1864,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,43,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,152,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,729,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,49,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,571,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,358,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,88,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,745,2020,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,131,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,145,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,279,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,72,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,255,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,525,2356,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,499,2330,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,228,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,354,1406,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,280,1350,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,324,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,393,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,50,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,182,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,2,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,328,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,95,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,160,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,572,2402,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,617,1910,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,337,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,348,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,54,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,428,1554,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,790,2089,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,60,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,235,1236,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,322,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,142,1147,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,439,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,722,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,492,1597,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,10,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,113,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,369,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,489,2321,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,24,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,146,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,269,2151,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,194,1317,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,283,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,42,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,548,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,273,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,134,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,554,1104,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,26,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,69,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,642,1686,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,297,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,495,1562,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,252,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,8,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,416,1457,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,13,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,401,1449,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,53,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,467,2305,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,89,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,232,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,227,1430,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,261,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,127,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,277,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,557,1929,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,553,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,241,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,268,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,215,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,70,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,153,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,406,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,389,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,15,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,439,2275,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,445,2283,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,43,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,461,2291,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,416,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,403,2259,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,14,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,137,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,102,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,178,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,51,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,249,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,196,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,354,1490,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,217,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,52,1082,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,102,1244,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,257,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,297,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,131,1325,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,46,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,9,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,280,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,716,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,365,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,99,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,770,2062,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,117,1090,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,491,1600,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,9,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,4,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,52,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,129,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,775,2062,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,289,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,511,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,300,1414,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,488,2321,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,40,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,280,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,597,1163,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,688,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,96,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,261,1201,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,30,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,112,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,105,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,295,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,302,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,627,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,74,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,140,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,315,1422,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,58,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,24,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,72,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,7,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,683,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,185,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,177,1910,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,702,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,7,1015,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,692,1961,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,337,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,788,2089,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,268,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,367,1481,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,22,1023,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,591,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,723,1988,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,469,1546,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,60,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,531,1546,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,350,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,93,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,528,1384,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,627,1996,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,79,1058,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,48,1040,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,37,1139,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,79,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,234,1279,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,135,1333,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,331,1406,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,73,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,252,1074,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,236,1180,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,141,1309,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,97,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,36,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,323,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,300,1376,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,196,1392,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,144,1155,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,224,1295,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,224,1341,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
33,540,2364,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
423,210,1120,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,95,1112,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,364,1287,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
380,90,1198,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,677,1945,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,518,1724,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,37,1066,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,636,1872,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
379,267,1210,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
275,407,1589,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,140,1171,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,285,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,44,1031,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
274,762,2046,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
378,295,1252,CAMPINAS,"Campinas, SP, Brasil",-22.9056391,-47.059564
