nr_candidato,nm_candidato,sg_partido,ds_cargo,total_votos,zonas_com_voto,ano
70113,MARIA DAS MERCES CANDIDA DE ARAUJO,AVANTE,Deputado Estadual,0,7,2022
70120,FABIO FEREZINI,AVANTE,Deputado Estadual,0,7,2022
70123,MÁRCIO ROGÉRIO DIAS,AVANTE,Deputado Estadual,0,7,2022
70127,MARCOS TIAGO DOS SANTOS NUNES,AVANTE,Deputado Estadual,0,7,2022
70130,TANIA DAS NEVES BELO,AVANTE,Deputado Estadual,0,7,2022
70140,ANTONIO CARLOS DE CAMPOS MACHADO,AVANTE,Deputado Estadual,0,7,2022
70141,ZENIA PEREIRA DE ANDRADE SOUSA,AVANTE,Deputado Estadual,0,7,2022
70142,TIRSO DOS SANTOS JUNIOR,AVANTE,Deputado Estadual,0,7,2022
70145,PAULA CRISTINA LOURENÇO,AVANTE,Deputado Estadual,0,7,2022
70150,MARCELO AUGUSTO MARTINS COUBASSIER,AVANTE,Deputado Estadual,0,7,2022
70156,JOSANGELA SILVEIRA MELO,AVANTE,Deputado Estadual,0,7,2022
70160,ROQUE BARBIERE,AVANTE,Deputado Estadual,0,7,2022
70170,LUIZ DE SOUSA CHAGAS,AVANTE,Deputado Estadual,0,7,2022
70177,RITA DE CASSIA RAMOS ORIGUELLA,AVANTE,Deputado Estadual,0,7,2022
70180,SANDRA DAMASCENO NUNES DE MIRANDA,AVANTE,Deputado Estadual,0,7,2022
70190,KARINA CARLA DA SILVA,AVANTE,Deputado Estadual,0,7,2022
70192,WILSON DOS SANTOS JÚNIOR,AVANTE,Deputado Estadual,0,7,2022
70200,FRANCISCO MARCOS IRAN AQUINO ROLIM,AVANTE,Deputado Estadual,0,7,2022
70202,SERGIO RAMOS ROBERTO,AVANTE,Deputado Estadual,0,7,2022
70222,SERGIO UZUM JUNIOR,AVANTE,Deputado Estadual,0,7,2022
70233,BOAVENTURA PEREIRA SANTOS,AVANTE,Deputado Estadual,0,7,2022
70234,JUSSIMARA NUNES DE JESUS,AVANTE,Deputado Estadual,0,7,2022
70270,DAVID CRISTIAN DE OLIVEIRA,AVANTE,Deputado Estadual,0,7,2022
70300,MATIAS GERALDO MUNIZ,AVANTE,Deputado Estadual,0,7,2022
70313,GILMAR BORGES DE ALMEIDA,AVANTE,Deputado Estadual,0,7,2022
70321,JOSÉ AMARO DA SILVA,AVANTE,Deputado Estadual,0,7,2022
70333,MÁRIO COROCHEL NETO,AVANTE,Deputado Estadual,0,7,2022
70345,ADRIANA SOUZA DOS SANTOS PEREIRA,AVANTE,Deputado Estadual,0,7,2022
70369,PEDRO ADERSON FURTADO SOARES,AVANTE,Deputado Estadual,0,7,2022
70400,JOÃO VANE CAVALCANTI REIS,AVANTE,Deputado Estadual,0,7,2022
70440,JONEIDE GOMES LOPES,AVANTE,Deputado Estadual,0,7,2022
70444,OZÉIAS BATISTA DOS SANTOS,AVANTE,Deputado Estadual,0,7,2022
70456,LUZIA MARIA VIDICA CÂNDIDO,AVANTE,Deputado Estadual,0,7,2022
70470,WALNEY ARAUJO DA SILVEIRA,AVANTE,Deputado Estadual,0,7,2022
70555,RENATA APARECIDA MORAIS DE VASCONCELOS,AVANTE,Deputado Estadual,0,7,2022
70567,ADONAI DOS SANTOS SOARES JÚNIOR,AVANTE,Deputado Estadual,0,7,2022
70570,PAULO SÉRGIO SILVESTRE,AVANTE,Deputado Estadual,0,7,2022
70600,ALEXANDRE CHICHURRA,AVANTE,Deputado Estadual,0,7,2022
70677,ROGÉRIO MACIEL MONTEIRO JUNIOR,AVANTE,Deputado Estadual,0,7,2022
70700,MORGANA SIQUEIRA,AVANTE,Deputado Estadual,0,7,2022
70707,LUCINEIA DOS SANTOS,AVANTE,Deputado Estadual,0,7,2022
70709,JORGE SAMPAIO DA SILVA,AVANTE,Deputado Estadual,0,7,2022
70717,LUCIANA VEIGA DE PAULA,AVANTE,Deputado Estadual,0,7,2022
70730,LAELSON DA PAZ DE OLIVEIRA,AVANTE,Deputado Estadual,0,7,2022
70740,ALINE FELIPE SOARES CARVALHO,AVANTE,Deputado Estadual,0,7,2022
70770,ANTONIO GILBERTO DA SILVA,AVANTE,Deputado Estadual,0,7,2022
70775,ANTONIO CONSTANTINO OLIVEIRA,AVANTE,Deputado Estadual,0,7,2022
70777,WALTER CAVEANHA,AVANTE,Deputado Estadual,0,7,2022
70778,JOSENILDO JOSE DE OLIVEIRA,AVANTE,Deputado Estadual,0,7,2022
70789,PAULO CALADO FARIAS,AVANTE,Deputado Estadual,0,7,2022
70800,DONIZETE NATAL PONTES,AVANTE,Deputado Estadual,0,7,2022
70840,LUIZ ANTONIO CIRINO,AVANTE,Deputado Estadual,0,7,2022
70888,OSWALDO LUIZ RODRIGUES DE OLIVEIRA,AVANTE,Deputado Estadual,0,7,2022
70900,JORGE DURAN GONÇALEZ,AVANTE,Deputado Estadual,0,7,2022
70930,NILSON DE OLIVEIRA VALIM,AVANTE,Deputado Estadual,0,7,2022
70940,RICARDO DIAS,AVANTE,Deputado Estadual,0,7,2022
70950,SERGIO WAGNER LOCATELLI,AVANTE,Deputado Estadual,0,7,2022
19055,SILVAN PEREIRA DE SOUZA,PODE,Deputado Estadual,0,7,2022
36290,MARCOS VINICIUS MOUTA MENDONÇA,AGIR,Deputado Estadual,0,7,2022
36301,DAILAS RODRIGUES DA SILVA SOARES,AGIR,Deputado Estadual,0,7,2022
36310,VERA LUCIA APARECIDA ALVES,AGIR,Deputado Estadual,0,7,2022
36315,WAGNER ALVES DE LIMA,AGIR,Deputado Estadual,0,7,2022
20003,ELZA DIAS AMARO,PSC,Deputado Estadual,0,7,2022
20004,RITA VALÉRIA ALVES,PSC,Deputado Estadual,0,7,2022
36322,ANTONIO CARLOS DOS SANTOS,AGIR,Deputado Estadual,0,7,2022
20015,ELIANE MARIA DE SANTANA OLIVEIRA,PSC,Deputado Estadual,0,7,2022
20018,GILBERTO SANTOS SILVA DE VASCONCELOS,PSC,Deputado Estadual,0,7,2022
70960,SILVIA DOS REIS,AVANTE,Deputado Estadual,0,7,2022
70970,KARINA CRISTINA DE OLIVEIRA SILVA SOARES,AVANTE,Deputado Estadual,0,7,2022
70977,JOSÉ LUIZ DE LIMA,AVANTE,Deputado Estadual,0,7,2022
70987,EDNEI APARECIDO VALENCIO,AVANTE,Deputado Estadual,0,7,2022
70988,ROBSON CRISTIANO DE SOUZA,AVANTE,Deputado Estadual,0,7,2022
70990,ELAINE CRISTINA RODRIGUES,AVANTE,Deputado Estadual,0,7,2022
70999,HANGELBRT PIRES SOARES,AVANTE,Deputado Estadual,0,7,2022
36333,PAULA NATALEN FARIAS DE MORAES MULLER,AGIR,Deputado Estadual,0,7,2022
36336,JACQUELINE MARINO FERNANDES DA SILVA,AGIR,Deputado Estadual,0,7,2022
36358,CARLINHO NASCIMENTO SILVA,AGIR,Deputado Estadual,0,7,2022
36361,GILMAR VAZ DA ROCHA,AGIR,Deputado Estadual,0,7,2022
19775,MARIA APARECIDA BORGES DE MACEDO,PODE,Deputado Estadual,0,7,2022
19778,ANTONIO CARLOS BOLGIONI,PODE,Deputado Estadual,0,7,2022
36363,MARCOS LUIZ ABDO DE SIQUEIRA,AGIR,Deputado Estadual,0,7,2022
36400,JOSEMAR CARLOS DE OLIVEIRA,AGIR,Deputado Estadual,0,7,2022
36407,LEIA DA SILVA FELISBERTO,AGIR,Deputado Estadual,0,7,2022
19023,PATRÍCIA MODESTO,PODE,Deputado Estadual,0,7,2022
19027,CRISTIANE SILVA DE ALMEIDA SANTOS,PODE,Deputado Estadual,0,7,2022
19054,ARLINDO AMARO DOS SANTOS,PODE,Deputado Estadual,0,7,2022
36500,HELENA NOBUCO SUZUKI TAKADACHI,AGIR,Deputado Estadual,0,7,2022
77126,ALAN EDUARDO DE PAULA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77154,FLORISA BATISTA DE ALMEIDA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
36541,GENTIL ALVES DOS SANTOS NETO,AGIR,Deputado Estadual,0,7,2022
36551,NERINALVA SANTOS SANTANA,AGIR,Deputado Estadual,0,7,2022
77222,LUCIANO BATISTA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77234,JOSE MARIA FELIX,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77241,MARIA DE LOURDES DO NASCIMENTO NUNES,SOLIDARIEDADE,Deputado Estadual,0,7,2022
36566,PEDRO PAULO DE OLIVEIRA FILHO,AGIR,Deputado Estadual,0,7,2022
77332,VALDIR SOARES DE ALBUQUERQUE,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77345,WILLIAM CLEMENTE CORREA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77444,EDSON NASCIMENTO DE OLIVEIRA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77458,ANDERSON MARTINS SALGADO,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77510,ANTONIO ALBERTO DOS REIS,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77513,JOSÉ ALVIM FILHO,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77567,LAERTE VANDERLEY CORNELIO,SOLIDARIEDADE,Deputado Estadual,0,7,2022
36600,MARCOS DOS SANTOS SENA,AGIR,Deputado Estadual,0,7,2022
77677,VALQUIRO MARTINS BOMFIM,SOLIDARIEDADE,Deputado Estadual,0,7,2022
19313,ELISÂNGELA VENTURA ROCHA,PODE,Deputado Estadual,0,7,2022
19345,ANDRE MARTINS MACHADO,PODE,Deputado Estadual,0,7,2022
36636,KLEBER ADELIPIO BARROS SANTOS,AGIR,Deputado Estadual,0,7,2022
36640,UBIRAJARA DE ARAUJO MORAIS,AGIR,Deputado Estadual,0,7,2022
19650,MARCOS ANTONIO SERAFIM BERNARDES JUNIOR,PODE,Deputado Estadual,0,7,2022
19666,RUBENS CESTARI CAMPOS,PODE,Deputado Estadual,0,7,2022
36661,SÉRGIO MARTINS DA SILVA,AGIR,Deputado Estadual,0,7,2022
36666,ALEX FABIANO COSTA GARCIA,AGIR,Deputado Estadual,0,7,2022
36700,FABIANO DA SILVA MONTEIRO,AGIR,Deputado Estadual,0,7,2022
19233,CHARLES DOS ANJOS,PODE,Deputado Estadual,0,7,2022
19234,FABIO LEANDRO CARDOSO TEIXEIRA,PODE,Deputado Estadual,0,7,2022
36712,GISELE CRISTINA DOS SANTOS SILVA,AGIR,Deputado Estadual,0,7,2022
19097,ARLETE TAVARES DOS SANTOS BARBOSA,PODE,Deputado Estadual,0,7,2022
36779,JOSE DE OLIVEIRA LEME FILHO,AGIR,Deputado Estadual,0,7,2022
36789,SHIRLEY PALADY CAMBUR,AGIR,Deputado Estadual,0,7,2022
19147,AURELIANO CARNEIRO DE LIMA,PODE,Deputado Estadual,0,7,2022
36820,WILLIANS ROCHA MONTEIRO,AGIR,Deputado Estadual,0,7,2022
77678,ISRAEL SAMPAIO DE LACERDA FILHO,SOLIDARIEDADE,Deputado Estadual,0,7,2022
77710,RENATA TEODORO DA FONSECA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
36841,SAMUEL DO CARMO,AGIR,Deputado Estadual,0,7,2022
77724,ANDREIA MARQUETE PASSOS,SOLIDARIEDADE,Deputado Estadual,0,7,2022
14007,RICARDO CRUZ DE REZENDE PAOLIELLO,PTB,Deputado Estadual,0,7,2022
77744,EDUARDO SILVA NICOLAU DE SOUZA,SOLIDARIEDADE,Deputado Estadual,0,7,2022
14009,CARLOS RICARDO CEOLONI,PTB,Deputado Estadual,0,7,2022
77772,ANA IMACULADA VALERIO,SOLIDARIEDADE,Deputado Estadual,0,7,2022
14010,EDUARDO FRANCISCO DE MELO,PTB,Deputado Estadual,0,7,2022
14011,PAULO SERGIO MOREIRA MELLO,PTB,Deputado Estadual,0,7,2022
90789,ADÃO DA SILVA,PROS,Deputado Estadual,0,7,2022
90800,GLORIAMAR JACINTHO,PROS,Deputado Estadual,0,7,2022
90828,ANNE VITORIA DIAS MOTA,PROS,Deputado Estadual,0,7,2022
90888,HAMILTON ALVES FERNANDES,PROS,Deputado Estadual,0,7,2022
90889,WALMIR CHARLEAUX BLANCO ESTEVES,PROS,Deputado Estadual,0,7,2022
90900,AMANDA LIMA DIAS,PROS,Deputado Estadual,0,7,2022
90901,VIVIANE DA SILVA FERNANDES DE LIMA,PROS,Deputado Estadual,0,7,2022
90905,CAROLINA CASSACA NOEL,PROS,Deputado Estadual,0,7,2022
90912,ELENICE MARIA DE OLIVEIRA,PROS,Deputado Estadual,0,7,2022
90913,ANETE DÁLIA SEABRA SAMPAIO DE SOUZA,PROS,Deputado Estadual,0,7,2022
19157,RODRIGO FEITOSA LOPES,PODE,Deputado Estadual,0,7,2022
14012,LILIAN RENATA GARCIA VIEIRA MEDEIROS,PTB,Deputado Estadual,0,7,2022
19197,ELIANA CONRADO GOTTSFRITZ FERNANDES,PODE,Deputado Estadual,0,7,2022
90666,EBION PEREIRA DA COSTA,PROS,Deputado Estadual,0,7,2022
77890,THIAGO FERREIRA ZANI,SOLIDARIEDADE,Deputado Estadual,0,7,2022
14013,ALAELSON ALVES DA SILVA,PTB,Deputado Estadual,0,7,2022
14014,EDISON LUCIANO KLIMAN BENEDITO,PTB,Deputado Estadual,0,7,2022
14015,MARIA DO ROSARIO ALMEIDA,PTB,Deputado Estadual,0,7,2022
90000,NEZIO ANTONIO MONTEIRO FILHO,PROS,Deputado Estadual,0,7,2022
90005,WELLISSON WESLEY CANDIDO PEIXOTO,PROS,Deputado Estadual,0,7,2022
90007,ARJUNA DE HUR FRAGA DE ASSUNÇÃO,PROS,Deputado Estadual,0,7,2022
90009,JOSE CARLOS RICARDO,PROS,Deputado Estadual,0,7,2022
90011,LUIZ AUGUSTO ROMANI DE OLIVEIRA,PROS,Deputado Estadual,0,7,2022
90013,ERISVALDO DE SOUSA AGUIAR,PROS,Deputado Estadual,0,7,2022
90014,ÁKILA SEVERO DE AZEVEDO,PROS,Deputado Estadual,0,7,2022
90020,EDUARDO JOAQUIM DE OLIVEIRA,PROS,Deputado Estadual,0,7,2022
90022,CHRISTINA MASSIS DELLA TORRE LEMES,PROS,Deputado Estadual,0,7,2022
90025,MICHEL CAETANO DE ALBUQUERQUE,PROS,Deputado Estadual,0,7,2022
90707,RAPHAEL DIAS FERNANDES NETO,PROS,Deputado Estadual,0,7,2022
90700,MARCIA CRISTINA DOS SANTOS VENTURINI,PROS,Deputado Estadual,0,7,2022
90090,NESTOR FERREIRA DOS SANTOS,PROS,Deputado Estadual,0,7,2022
90100,CARLOS ALBERTO DE ZAGOTTIS SAAD,PROS,Deputado Estadual,0,7,2022
90111,ANILTON HERCULINO DOS SANTOS,PROS,Deputado Estadual,0,7,2022
90123,ALEXANDRE EUGENIO BATISTA,PROS,Deputado Estadual,0,7,2022
90160,MARJORIE HOSANA CAMARGO MONTEIRO,PROS,Deputado Estadual,0,7,2022
90192,MARILUCI FELICIANO DE OLIVEIRA GUEDES,PROS,Deputado Estadual,0,7,2022
90193,IVANISE MARIA DE SOUSA GIAMPAGLIA,PROS,Deputado Estadual,0,7,2022
90198,LEANDRO CALDAS DE CASTRO,PROS,Deputado Estadual,0,7,2022
90199,CARLOS AUGUSTO PEREIRA COSTA,PROS,Deputado Estadual,0,7,2022
90200,OSVALDY MARTINS,PROS,Deputado Estadual,0,7,2022
90202,ENZO LEONARDO SUZIN MOMENTI,PROS,Deputado Estadual,0,7,2022
90222,IRANILDO DANTAS,PROS,Deputado Estadual,0,7,2022
90258,CELSO RICARDO DE MOURA,PROS,Deputado Estadual,0,7,2022
90300,ARLINDO DE OLIVEIRA CAMARGO,PROS,Deputado Estadual,0,7,2022
90922,ALEX CANUTO DE SÁ CUNHA,PROS,Deputado Estadual,0,7,2022
