zona,nr_candidato,nm_candidato,sg_partido,ds_cargo,votos,ano
0033,10789,GILMAR SOUZA DOS SANTOS,REPUBLICANOS,Deputado Estadual,2,2022
0033,10800,MARCELO SQUASSONI,REPUBLICANOS,Deputado Estadual,3,2022
0033,10850,SILMARA APARECIDA DOS REIS CIPRIANO,REPUBLICANOS,Deputado Estadual,0,2022
0033,10852,PAULO ELIAS VICENTE,REPUBLICANOS,Deputado Estadual,0,2022
0033,10855,JOSE SILVIO VALDISSERA,REPUBLICANOS,Deputado Estadual,1,2022
0033,10870,DANIEL PLANA BOGALHO,REPUBLICANOS,Deputado Estadual,0,2022
0033,10888,VLAMIR BERNARDES DA SILVA,REPUBLICANOS,Deputado Estadual,0,2022
0033,10900,MARCOS VINÍCIO BILANCIERI,REPUBLICANOS,Deputado Estadual,7,2022
0033,10910,ANTÔNIO CARLOS DA SILVA,REPUBLICANOS,Deputado Estadual,8,2022
0033,10911,PEDRO RODRIGUES DE MIRANDA NETO,REPUBLICANOS,Deputado Estadual,0,2022
0033,10980,PAULO AUGUSTO LEITE MOTOOKA,REPUBLICANOS,Deputado Estadual,0,2022
0033,10987,SARA MARGARETE DE SOUZA SILVA,REPUBLICANOS,Deputado Estadual,1,2022
0033,10990,REJAINE TEREZA DOS SANTOS MARCHESINI,REPUBLICANOS,Deputado Estadual,0,2022
0033,10999,RICARDO MOLINA DIAS,REPUBLICANOS,Deputado Estadual,53,2022
0033,11000,JEFERSON MODESTO SILVA,PP,Deputado Estadual,7,2022
0033,11001,FABIA DA SILVA PORTO,PP,Deputado Estadual,1,2022
0033,11007,DAVID GONÇALVES MOREIRA,PP,Deputado Estadual,1,2022
0033,11012,FERNANDO CESAR RAMOS,PP,Deputado Estadual,0,2022
0033,11018,EVANDRO GONÇALVES PESSOA,PP,Deputado Estadual,1,2022
0033,11019,LUCIVÂNIA PINHEIRO BARBOSA,PP,Deputado Estadual,63,2022
0033,11022,LETICIA AGUIAR RESENDE ALVES,PP,Deputado Estadual,18,2022
0033,11023,FLAVIO AUGUSTO OLMOS,PP,Deputado Estadual,2,2022
0033,11035,VERA APARECIDA ORTEGA DOS SANTOS,PP,Deputado Estadual,0,2022
0033,11040,EVELLYN JULIANA DA SILVA,PP,Deputado Estadual,0,2022
0033,11045,RODRIGO OTÁVIO SANTOS VELLASCO,PP,Deputado Estadual,0,2022
0033,11050,JOÃO ROBERTO DE SIQUEIRA,PP,Deputado Estadual,0,2022
0033,11060,APARECIDO JOVANIR PENA JUNIOR,PP,Deputado Estadual,0,2022
0033,11100,GUILHERME LAZO SOLANO NETO,PP,Deputado Estadual,7,2022
0033,11110,CARLOS EDUARDO RICATTO,PP,Deputado Estadual,9,2022
0033,11111,JOÃO JORGE FADEL FILHO,PP,Deputado Estadual,20,2022
0033,11119,ANDERSON DOS SANTOS,PP,Deputado Estadual,0,2022
0033,11120,DANIEL JOSÉ MILLER DE AZEVEDO,PP,Deputado Estadual,9,2022
0033,11122,WILSON JOAQUIM DA SILVA,PP,Deputado Estadual,1,2022
0033,11123,AUDREY KLEYS CABRAL DE OLIVEIRA DINAU,PP,Deputado Estadual,8,2022
0033,11125,CAIO FIORI DIAS,PP,Deputado Estadual,13,2022
0033,11181,LUIZ ANTONIO GATO,PP,Deputado Estadual,0,2022
0033,11190,RAFAEL HENRIQUE CANO TELHADA,PP,Deputado Estadual,90,2022
0033,11193,WALKER ISAAC DE SOUSA,PP,Deputado Estadual,2,2022
0033,11200,LETÍCIA DA SILVA GUEDES,PP,Deputado Estadual,0,2022
0033,11211,CARLOS ALBERTO BOARINI,PP,Deputado Estadual,0,2022
0033,11212,HELIO JOSÉ DOS SANTOS,PP,Deputado Estadual,1,2022
0033,11222,SAULO DE OLIVEIRA SOUZA,PP,Deputado Estadual,1,2022
0033,11224,PATRICIA ROSSI CICOTOSTE,PP,Deputado Estadual,0,2022
0033,11225,VALÉRIA CLAYTON REZENDE DE LIMA,PP,Deputado Estadual,0,2022
0033,11227,MARIA APARECIDA DE JESUS,PP,Deputado Estadual,0,2022
0033,11234,FLAVIO ROBERTO SALATINO,PP,Deputado Estadual,0,2022
0033,11245,FABIO ROGERIO FAGUNDES,PP,Deputado Estadual,0,2022
0033,11258,MÁRCIO APARECIDO MARTINS,PP,Deputado Estadual,0,2022
0033,11300,JOSÉ FRANCISCO GALDINO DE CARVALHO,PP,Deputado Estadual,3,2022
0033,11321,ELISANGELA ALCANTARA DA SILVA GONZALEZ,PP,Deputado Estadual,1,2022
0033,11333,JOSE MENDES DE SOUZA NETO BOTA,PP,Deputado Estadual,28,2022
0033,11334,RODRIGO DE PAULA RUIS,PP,Deputado Estadual,1,2022
0033,11345,MITUO TAKAHASI,PP,Deputado Estadual,0,2022
0033,11350,IZABEL CRISTINA DA SILVA ANDRE,PP,Deputado Estadual,0,2022
0033,11377,MARIA DE FÁTIMA SILVA,PP,Deputado Estadual,0,2022
0033,11400,PAULO ROBERTO CASSIOLATO FILHO,PP,Deputado Estadual,0,2022
0033,11444,TIAGO BAUAB BEDANI,PP,Deputado Estadual,2,2022
0033,11445,ARNALDO JOSE MARÍA CANCELA,PP,Deputado Estadual,5,2022
0033,11456,LUCAS DE ASSIS COSTA,PP,Deputado Estadual,0,2022
0033,11470,LEANDRO DE JESUS,PP,Deputado Estadual,0,2022
0033,11490,ELOIZA PEREIRA CORREIA,PP,Deputado Estadual,0,2022
0033,11511,EDSON RODRIGUES CARDOSO,PP,Deputado Estadual,0,2022
0033,11550,LYGIA APARECIDA FAZIO DE OLIVEIRA,PP,Deputado Estadual,0,2022
0033,11555,EZEQUIEL DE SOUZA DAMASCENO,PP,Deputado Estadual,0,2022
0033,11560,LINDINALVA ZEFERINO DE AZEVEDO,PP,Deputado Estadual,0,2022
0033,11567,HENRIQUE GOMES DE LIMA,PP,Deputado Estadual,9,2022
0033,11571,WELLINGTON WILLIAN DO NASCIMENTO SALES,PP,Deputado Estadual,0,2022
0033,11600,MARCIA APARECIDA TASCHETTI,PP,Deputado Estadual,0,2022
0033,11611,ADRIANA APARECIDA FELIX,PP,Deputado Estadual,1,2022
0033,11650,LUCIAUREA CORREIA DOS SANTOS,PP,Deputado Estadual,0,2022
0033,11660,RENATO DE OLIVEIRA ZUCOLOTO,PP,Deputado Estadual,5,2022
0033,11680,MARCELO LEANDRO BRAGA PALINI,PP,Deputado Estadual,3,2022
0033,11700,MARCELO RIBEIRO COSTA,PP,Deputado Estadual,0,2022
0033,11777,ANTONIO ASSUNÇÃO DE OLIM,PP,Deputado Estadual,248,2022
0033,11800,FERNANDO SIQUEIRA MUNIZ,PP,Deputado Estadual,5,2022
0033,11877,EDUARDO OLIVEIRA DE ARAUJO,PP,Deputado Estadual,2,2022
0033,11888,DANIELA DE OLIVEIRA SOUZA SOUTO,PP,Deputado Estadual,3,2022
0033,11890,ALBERTO SABINO DE OLIVEIRA,PP,Deputado Estadual,0,2022
0033,11900,KLEBER FERREIRA MARUXO,PP,Deputado Estadual,0,2022
0033,11911,EDYMAR BUENO,PP,Deputado Estadual,0,2022
0033,11972,BENEDITO TORRES BARRETO,PP,Deputado Estadual,0,2022
0033,11999,WAGNER RODRIGUES,PP,Deputado Estadual,1,2022
0033,12000,VICTOR HENRIQUE MARQUES,PDT,Deputado Estadual,11,2022
0033,12001,SOLANGE MARIA TEODORO,PDT,Deputado Estadual,0,2022
0033,12002,EDINEIA PRADO DA COSTA,PDT,Deputado Estadual,1,2022
0033,12003,MARCO ANTONIO ALVES JORGE,PDT,Deputado Estadual,7,2022
0033,12007,CLAUDIO JOSÉ DE OLIVEIRA GONÇALVES,PDT,Deputado Estadual,3,2022
0033,12008,PATRYCIA FACIOLO DOS SANTOS,PDT,Deputado Estadual,1,2022
0033,12012,DANIELA APARECIDA RODRIGUEIRO,PDT,Deputado Estadual,1,2022
0033,12013,DANIELLE MARINHO RABELO,PDT,Deputado Estadual,0,2022
0033,12014,JEFFERSON RODRIGO GOMES DA SILVA,PDT,Deputado Estadual,0,2022
0033,12016,MARIA EUGENIA UGUCIONE BIFFI,PDT,Deputado Estadual,5,2022
0033,12021,SANDRA NAVAJAS,PDT,Deputado Estadual,0,2022
0033,12022,GABRIEL COSTA PLACCE,PDT,Deputado Estadual,1,2022
0033,12028,PAULO ROGÉRIO DA SILVA,PDT,Deputado Estadual,0,2022
0033,12033,ADRIANA GOMES,PDT,Deputado Estadual,1,2022
0033,12050,ANTONIO FERNANDO PEREIRA,PDT,Deputado Estadual,0,2022
0033,12051,CÍCERO JUSTINO DA SILVA,PDT,Deputado Estadual,0,2022
0033,12054,SANDRA HELENA CANDIDO DOS SANTOS,PDT,Deputado Estadual,0,2022
0033,12077,MARCIO AURELIO SOARES,PDT,Deputado Estadual,2,2022
0033,12100,ALEXSANDRA OLIVEIRA BEZERRA,PDT,Deputado Estadual,3,2022
0033,12101,FLÁVIA APARECIDA RODRIGUES,PDT,Deputado Estadual,1,2022
0033,12111,LEONORA DA SILVA PÉRICO,PDT,Deputado Estadual,0,2022
0033,12112,FERNANDO DOS SANTOS MOURA,PDT,Deputado Estadual,1,2022
0033,12120,JOÃO VICTOR MATTA DIAS FERREIRA,PDT,Deputado Estadual,3,2022
0033,12121,PAULA MAYARA DARRÔ MARTINS ROCHA FILZEK,PDT,Deputado Estadual,10,2022
0033,12122,GILBERTO APARECIDO BORGES,PDT,Deputado Estadual,14,2022
0033,12123,DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA,PDT,Deputado Estadual,3,2022
0033,12124,AIRTON DA COSTA LOURENÇO,PDT,Deputado Estadual,1,2022
0033,12125,NUBIA DE JESUS SANTOS,PDT,Deputado Estadual,0,2022
0033,12126,ELISANGELA RODRIGUES DE SOUSA,PDT,Deputado Estadual,0,2022
0033,12131,ARNALDO REISDECOPA NASCIMENTO,PDT,Deputado Estadual,0,2022
0033,12156,EUGÊNIO MIRANDA,PDT,Deputado Estadual,0,2022
0033,12180,NAYLA DE SOUZA,PDT,Deputado Estadual,33,2022
0033,12190,MARCELO AFONSO PIMENTA,PDT,Deputado Estadual,0,2022
0033,12200,WILSON KELLER DE MATOS,PDT,Deputado Estadual,91,2022
0033,12202,SIVALDO DE JESUS,PDT,Deputado Estadual,1,2022
0033,12212,NEUDES RIBEIRO DE CARVALHO,PDT,Deputado Estadual,4,2022
0033,12222,ANTONIO DA ROCHA MARMO CEZAR,PDT,Deputado Estadual,6,2022
0033,12234,JOSUÉ GONÇALVES,PDT,Deputado Estadual,0,2022
0033,12240,ADRIANO NERES DE OLIVEIRA,PDT,Deputado Estadual,0,2022
0033,12244,RENAN FONSECA DA SILVA,PDT,Deputado Estadual,0,2022
0033,12277,MARCIO ALEXANDRE BARRETO,PDT,Deputado Estadual,0,2022
0033,12300,ANTONIO CARLOS TRIGO,PDT,Deputado Estadual,0,2022
0033,12307,MIRELLE CRISTINA DE SOUZA BUENO,PDT,Deputado Estadual,0,2022
0033,12310,ATAIDE ROBERTO DA SILVA JUNIOR,PDT,Deputado Estadual,0,2022
0033,12311,PAULO HENRIQUE RIBEIRO FLORIANO,PDT,Deputado Estadual,2,2022
0033,12312,ADOLFO BASSO,PDT,Deputado Estadual,22,2022
0033,12321,CASEMIRO DOS REIS JÚNIOR,PDT,Deputado Estadual,53,2022
0033,12333,PAULO ALEXANDRE ZEMUNER MASCARO,PDT,Deputado Estadual,2,2022
0033,12340,MAGALI RABELLO ROCHA,PDT,Deputado Estadual,5,2022
0033,12344,RAMILSON DE FREITAS PEREIRA,PDT,Deputado Estadual,1,2022
0033,12345,MÁRCIO MASSAMI NAKASHIMA,PDT,Deputado Estadual,36,2022
0033,12357,ROSA MARIA DA SILVA CLIMACO,PDT,Deputado Estadual,0,2022
0033,12363,EZEQUIEL DE ARAÚJO SILVA,PDT,Deputado Estadual,1,2022
0033,12366,MANOEL JOSÉ DA SILVA,PDT,Deputado Estadual,0,2022
0033,12369,ALEXSANDER MELO BUENO,PDT,Deputado Estadual,1,2022
0033,12377,LUIS CARLOS DE SOUZA,PDT,Deputado Estadual,0,2022
0033,12388,CINTIA APARECIDA DE MATOS,PDT,Deputado Estadual,0,2022
0033,12400,CESAR MICHELON LOUREIRO SANTANA,PDT,Deputado Estadual,0,2022
0033,12412,JOAQUIM MARCELINO JOFFRE NETO,PDT,Deputado Estadual,1,2022
0033,12422,GILMAR FERNANDES DE MELO,PDT,Deputado Estadual,0,2022
0033,12443,VERÔNICA EVANGELISTA DOS SANTOS,PDT,Deputado Estadual,0,2022
0033,12444,BRUNO DE OLIVEIRA ALVES,PDT,Deputado Estadual,0,2022
0033,12456,RAI SAYLON DE PAULA RIBEIRO,PDT,Deputado Estadual,6,2022
0033,12500,FERNANDO PEREIRA SIRCHIA JUNIOR,PDT,Deputado Estadual,6,2022
0033,12512,SIDNEI TAVARES MEDEIROS,PDT,Deputado Estadual,0,2022
0033,12555,ROBINSON FARINAZZO CASAL,PDT,Deputado Estadual,65,2022
0033,12600,JUSSARA APARECIDA FERNANDES,PDT,Deputado Estadual,11,2022
0033,12612,DEJANIRA VICENCIA SANTOS ALVES,PDT,Deputado Estadual,0,2022
0033,12622,SANDRA MARIA DOS SANTOS,PDT,Deputado Estadual,1,2022
0033,12645,LEONARDO LORO MARTINS PINTO,PDT,Deputado Estadual,7,2022
0033,12666,JAIRO ANZILEIRO,PDT,Deputado Estadual,0,2022
0033,12678,JHONY ANTONIO BARBOZA,PDT,Deputado Estadual,0,2022
0033,12700,WINNITU DIEGO DA SILVA TOZADORE,PDT,Deputado Estadual,0,2022
0033,12712,OSVALDO GOMES DE LIMA,PDT,Deputado Estadual,0,2022
0033,12720,RAFAEL TURRINI PURGATO,PDT,Deputado Estadual,7,2022
0033,12723,CARLA DENISE BAPTISTA LEOPOLDO,PDT,Deputado Estadual,0,2022
0033,12735,ANGELO SCAVASSINI NETO,PDT,Deputado Estadual,1,2022
0033,12736,JOSÉ NELSON DA SILVA,PDT,Deputado Estadual,0,2022
0033,12737,JHONATAN WILLIAM OLIVEIRA DO NASCIMENTO,PDT,Deputado Estadual,0,2022
0033,12750,GILBERTO JEFFERSON DE BARROS,PDT,Deputado Estadual,4,2022
0033,12770,LUCINEIDE CRUZ ALVES,PDT,Deputado Estadual,1,2022
0033,12777,PEDRO JOSÉ DE PAULA,PDT,Deputado Estadual,28,2022
0033,12789,RAFAEL COSTA AMADEU,PDT,Deputado Estadual,0,2022
0033,12800,MARCELO DE MELLO CASSUCCI,PDT,Deputado Estadual,2,2022
0033,12812,EDMILSON PINTO CARDOZO,PDT,Deputado Estadual,0,2022
0033,12888,CRISTIANE AQUINO PASTOR,PDT,Deputado Estadual,0,2022
0033,12900,EVELYN CRISTINA FERREIRA PAULA,PDT,Deputado Estadual,0,2022
0033,12912,MARCIO DE ALMEIDA PINO,PDT,Deputado Estadual,2,2022
0033,12990,ALESSANDRO FAUSTINO MARTINS,PDT,Deputado Estadual,3,2022
0033,12999,EDNELSON PACHECO FERREIRA,PDT,Deputado Estadual,0,2022
0033,13000,ALESSANDRO CÉZAR ARAÚJO AZEVEDO,PT,Deputado Estadual,26,2022
0033,13003,DOUGLAS MARTINS DE SOUZA,PT,Deputado Estadual,3,2022
0033,13004,TELMA SANDRA AUGUSTO DE SOUZA,PT,Deputado Estadual,21,2022
0033,13011,MARIO MAURICI DE LIMA MORAIS,PT,Deputado Estadual,11,2022
0033,13013,ALEXYA LUCAS EVANGELISTA SALVADOR,PT,Deputado Estadual,26,2022
0033,13016,THAINARA KAROLINE FARIA,PT,Deputado Estadual,76,2022
0033,13019,JOÃO GUILHERME BENETTI RAMOS,PT,Deputado Estadual,7,2022
0033,13066,ADÉLIA OLIVEIRA DE FARIAS,PT,Deputado Estadual,41,2022
0033,13100,GARRY DERALUS,PT,Deputado Estadual,3,2022
0033,13110,TEONÍLIO MONTEIRO DA COSTA,PT,Deputado Estadual,7,2022
0033,13112,EVELYN SILVA DO NASCIMENTO VICENTE DA SILVA,PT,Deputado Estadual,78,2022
0033,13113,MARCIA APARECIDA OVEJANEDA LIA,PT,Deputado Estadual,48,2022
0033,13114,ENIO FRANCISCO TATTO,PT,Deputado Estadual,4,2022
0033,13120,CARLOS ROBERTO DE OLIVEIRA,PT,Deputado Estadual,127,2022
0033,13121,ANA LUCIA LIPPAUS PERUGINI,PT,Deputado Estadual,235,2022
0033,13123,MARIA IZABEL AZEVEDO NORONHA,PT,Deputado Estadual,226,2022
0033,13127,BRUNO RAMOS DA SILVA,PT,Deputado Estadual,1,2022
0033,13130,FERNANDO SOUZA PUGA,PT,Deputado Estadual,5,2022
0033,13131,EMIDIO PEREIRA DE SOUZA,PT,Deputado Estadual,34,2022
0033,13133,EDUARDO MATARAZZO SUPLICY,PT,Deputado Estadual,2098,2022
0033,13134,LUIZ FERNANDO TEIXEIRA FERREIRA,PT,Deputado Estadual,23,2022
0033,13140,JORGE RODRIGO VALVERDE SANTANA,PT,Deputado Estadual,0,2022
0033,13147,MARIANA ROSSETO SANTOS,PT,Deputado Estadual,5,2022
0033,13180,MARIA EDUARDA ALENCAR HIDALGO,PT,Deputado Estadual,55,2022
0033,13192,MARCOS MONTANI CASEIRO,PT,Deputado Estadual,24,2022
0033,13199,PAOLLA CATHERINE DOS SANTOS MIGUEL AGARD,PT,Deputado Estadual,737,2022
0033,13200,CONSTANTINO CURY NETO,PT,Deputado Estadual,2,2022
0033,13222,JULIANA FRAGA E SILVA DE SOUZA,PT,Deputado Estadual,0,2022
0033,13234,JOSÉ WILSON CARDOSO DE SOUZA,PT,Deputado Estadual,0,2022
0033,13258,ESTELA ALEXANDRE ALMAGRO,PT,Deputado Estadual,0,2022
0033,13270,THIAGO HENRIQUE MAIA SORATTO,PT,Deputado Estadual,4,2022
0033,13290,LEANDRO CÂNDIDO SOARES,PT,Deputado Estadual,23,2022
0033,13300,WAGNER DE MELO ROMÃO,PT,Deputado Estadual,502,2022
0033,13301,ROMILDO ANTONIO DA SILVA,PT,Deputado Estadual,0,2022
0033,13310,LUIZ CLAUDIO MARCOLINO,PT,Deputado Estadual,34,2022
0033,13313,RENATO MORENI AIRES DA SILVA,PT,Deputado Estadual,2,2022
0033,13321,HERIVELTO DOS SANTOS MORAES,PT,Deputado Estadual,0,2022
0033,13330,ALEX SANDRO GOMES,PT,Deputado Estadual,3,2022
0033,13331,VERA LUCIA RODRIGUES DE FARIA,PT,Deputado Estadual,74,2022
0033,13333,THAISE BEZERRA PACHECO SANTOS,PT,Deputado Estadual,17,2022
0033,13360,MIRIAM MANETTA ALGARRA,PT,Deputado Estadual,3,2022
0033,13400,CHEILA MARIA SUBENKO OLALLA,PT,Deputado Estadual,10,2022
0033,13413,JOÃO ALFREDO DE OLIVEIRA,PT,Deputado Estadual,1,2022
0033,13444,EDNA DA SILVA DELLA NINA,PT,Deputado Estadual,0,2022
0033,13456,ELISABETH SAHÃO,PT,Deputado Estadual,12,2022
0033,13500,ANDREIA TEIXEIRA BATISTA,PT,Deputado Estadual,12,2022
0033,13513,CAROLINA MALAVAZZI GALVÃO,PT,Deputado Estadual,8,2022
0033,13545,APARECIDA DA GRAÇA CARLOS,PT,Deputado Estadual,1,2022
0033,13555,SIMÃO PEDRO CHIOVETTI,PT,Deputado Estadual,21,2022
0033,13580,CARLOS ALBERTO MARCOS,PT,Deputado Estadual,48,2022
0033,13600,MARLY GOMES CALDAS,PT,Deputado Estadual,0,2022
0033,13613,PAULO ROBERTO FIORILO,PT,Deputado Estadual,19,2022
0033,13616,JOSEMUNDO DARIO QUEIROZ,PT,Deputado Estadual,2,2022
0033,13650,MARCELO RIBEIRO DA SILVA,PT,Deputado Estadual,2,2022
0033,13651,PAULO BATISTA DOS REIS,PT,Deputado Estadual,22,2022
0033,13654,JANDYRA MASSUE UEHARA ALVES,PT,Deputado Estadual,150,2022
0033,13696,CHRISTIANE GRACE GUIMARÃES DA SILVA,PT,Deputado Estadual,3,2022
0033,13700,ANTONIO DONATO MADORMO,PT,Deputado Estadual,16,2022
0033,13713,ROMULO ORNELAS DE OLIVEIRA,PT,Deputado Estadual,1,2022
0033,13777,ALMIR ROGERIO DA SILVA,PT,Deputado Estadual,2,2022
