nr_candidato,nm_candidato,sg_partido,ds_cargo,total_votos,zonas_com_voto,ano
13123,MARIA IZABEL AZEVEDO NORONHA,PT,Deputado Estadual,1473,7,2018
30000,GABRIELA SILVEIRA DA ROCHA CAMARGO,NOVO,Deputado Estadual,1402,7,2018
11138,ROBERVAL CONTE LOPES LIMA,PP,Deputado Estadual,1386,7,2018
31000,PAULO JORGE MANSUR NETO,PHS,Deputado Estadual,1377,7,2018
50888,ÉRICA DA SILVA,PSOL,Deputado Estadual,1326,7,2018
43363,REINALDO DE SOUZA ALGUZ,PV,Deputado Estadual,1270,7,2018
55153,MARIA DE LOURDES SOARES,PSD,Deputado Estadual,1221,7,2018
30153,MIRIAM MARIA ANTUNES DE SOUZA,NOVO,Deputado Estadual,1135,7,2018
22222,MARCOS ROBERTO DAMASIO DA SILVA,PR,Deputado Estadual,1112,7,2018
25111,RODRIGO AUGUSTO MORAES,DEM,Deputado Estadual,1075,7,2018
25123,ROGERIO NOGUEIRA LOPES CRUZ,DEM,Deputado Estadual,1031,7,2018
18888,MARINA MEDEIROS HELOU,REDE,Deputado Estadual,1030,7,2018
14140,ANTONIO CARLOS DE CAMPOS MACHADO,PTB,Deputado Estadual,992,7,2018
15099,FLAVIO DE SOUZA SILVEIRA,MDB,Deputado Estadual,969,7,2018
17079,ADALBERTO GODOY FREITAS,PSL,Deputado Estadual,927,7,2018
50180,ISADORA MARTINATTI PENNA,PSOL,Deputado Estadual,922,7,2018
17678,VITOR HUGO RICCOMINI,PSL,Deputado Estadual,918,7,2018
70987,LUCINEIDE DA CONCEIÇÃO LIMA,AVANTE,Deputado Estadual,911,7,2018
17500,LETICIA AGUIAR RESENDE ALVES,PSL,Deputado Estadual,909,7,2018
31031,DAMARIS DIAS MOURA KUO,PHS,Deputado Estadual,866,7,2018
65023,WLADMIR DE SOUZA CARNEIRO,PC do B,Deputado Estadual,827,7,2018
30800,ANDREA DECOURT SAVELLI,NOVO,Deputado Estadual,793,7,2018
30003,ANA PAULA LOURENÇO,NOVO,Deputado Estadual,758,7,2018
18010,ALESSANDRA APARECIDA MONTEIRO,REDE,Deputado Estadual,758,7,2018
50075,ANA CLAUDIA SILVA MIELKE,PSOL,Deputado Estadual,734,7,2018
22012,JULIO CESAR PEREIRA DE SOUZA,PR,Deputado Estadual,723,7,2018
17190,PAULO NISHIKAWA,PSL,Deputado Estadual,700,7,2018
28128,LÍVIA MARIA RODRIGUES FIDELIX DA CRUZ,PRTB,Deputado Estadual,687,7,2018
30002,CRISTINA PEREIRA MONTEIRO,NOVO,Deputado Estadual,670,7,2018
22555,ELIANA PASSARELLI,PR,Deputado Estadual,665,7,2018
45145,GIOVANNA GUIMARÃES TRIPOLI,PSDB,Deputado Estadual,664,7,2018
19200,ROBERTO FIGUEIRA MARINHO,PODE,Deputado Estadual,658,7,2018
13140,JOSE AMERICO ASCENCIO DIAS,PT,Deputado Estadual,655,7,2018
17209,MARCOS MORAES DOS SANTOS,PSL,Deputado Estadual,648,7,2018
17290,CLEMILTON ALVES DA SILVA,PSL,Deputado Estadual,646,7,2018
17007,DANILO MASCARENHAS DE BALAS,PSL,Deputado Estadual,636,7,2018
12007,ROBSON APARECIDO PRIMO,PDT,Deputado Estadual,619,7,2018
55090,CAROLINE STEINMETZ,PSD,Deputado Estadual,603,7,2018
17025,VALDEMIRO PATRICIO GOMES FILHO,PSL,Deputado Estadual,599,7,2018
30333,CAROLINA CURIMBABA CAVALCANTE,NOVO,Deputado Estadual,591,7,2018
45800,PAULO MATHIAS DE TARSO,PSDB,Deputado Estadual,582,7,2018
15100,WALTER VICIONI GONÇALVES,MDB,Deputado Estadual,570,7,2018
45777,CLAUDIO YUKIO MIYAKE,PSDB,Deputado Estadual,569,7,2018
12012,MARINA LUIZA RODRIGUES MOLINA LOPES,PDT,Deputado Estadual,565,7,2018
15000,JORGE LUIS CARUSO,MDB,Deputado Estadual,554,7,2018
12345,MARCIO MASSAMI NAKASHIMA,PDT,Deputado Estadual,553,7,2018
25118,EDMIR JOSE ABI CHEDID,DEM,Deputado Estadual,551,7,2018
30100,RICARDO LUIS MELLAO,NOVO,Deputado Estadual,550,7,2018
54300,MARIANA NUNES DE MOURA SOUZA,PPL,Deputado Estadual,530,7,2018
19800,MURILO BERBERT AVIGO FELIX,PODE,Deputado Estadual,530,7,2018
31331,BAZELAU RAMOS,PHS,Deputado Estadual,508,7,2018
17111,FREDERICO BRAUN D AVILA,PSL,Deputado Estadual,504,7,2018
13131,EMIDIO PEREIRA DE SOUZA,PT,Deputado Estadual,500,7,2018
13003,ANA LIDIA DE OLIVEIRA AGUIAR,PT,Deputado Estadual,487,7,2018
13999,CARLOS ALBERTO PLETZ NEDER,PT,Deputado Estadual,478,7,2018
45321,PATRICIA GAMA DE QUADROS BEZERRA,PSDB,Deputado Estadual,476,7,2018
90002,MARCELO PENHA DE SOUZA FERRAZ,PROS,Deputado Estadual,474,7,2018
45400,ANALICE FERNANDES,PSDB,Deputado Estadual,473,7,2018
15300,ITAMAR FRANCISCO MACHADO BORGES,MDB,Deputado Estadual,457,7,2018
31200,ALESSANDRO RUIZ MARTINEZ,PHS,Deputado Estadual,452,7,2018
17707,MATHEUS COIMBRA MARTINS DE AGUIAR,PSL,Deputado Estadual,438,7,2018
25122,JOSE ALDO DEMARCHI,DEM,Deputado Estadual,433,7,2018
40400,ADILSON ROSSI,PSB,Deputado Estadual,428,7,2018
22343,THIAGO REIS AURICCHIO,PR,Deputado Estadual,422,7,2018
19819,RONALD TANIMOTO CELESTINO,PODE,Deputado Estadual,420,7,2018
43033,FRANCISCO ANTONIO SARDELLI,PV,Deputado Estadual,412,7,2018
17222,CALIL JOSÉ BADIN VIEIRA,PSL,Deputado Estadual,396,7,2018
45454,THOMÁS ANTONIO CAPELETTO DE OLIVEIRA,PSDB,Deputado Estadual,393,7,2018
15005,SANDRA DIAS TAVARES CINTRA,MDB,Deputado Estadual,389,7,2018
65180,CARINA VITRAL COSTA,PC do B,Deputado Estadual,384,7,2018
43008,JOSÉ HENRIQUE CONTI,PV,Deputado Estadual,371,7,2018
55255,ALEXANDRE MILANESE CAMILLO,PSD,Deputado Estadual,367,7,2018
13066,ADELIA OLIVEIRA DE FARIAS,PT,Deputado Estadual,364,7,2018
19269,ADRIANA PIERIN,PODE,Deputado Estadual,363,7,2018
40640,CAIO FRANÇA DE GOUVEA GOMES,PSB,Deputado Estadual,359,7,2018
19000,MARCELO PEREIRA SURCIN,PODE,Deputado Estadual,350,7,2018
22028,MARCIO MOREIRA DE SOUZA,PR,Deputado Estadual,350,7,2018
50007,MARIA CAROLINA LUIZ RUBINATO,PSOL,Deputado Estadual,346,7,2018
45451,AURÉLIO NOMURA,PSDB,Deputado Estadual,337,7,2018
50123,JOÃO PAULO RILLO,PSOL,Deputado Estadual,336,7,2018
50800,IURIATAN FELIPE MUNIZ,PSOL,Deputado Estadual,335,7,2018
12000,GABRIEL CASSIANO CARVALHO NEVES FINZETTO,PDT,Deputado Estadual,332,7,2018
31010,ADEMIR DA GUIA,PHS,Deputado Estadual,323,7,2018
40600,FABÍOLA DE CAMPOS BRAGA MATTOZINHO,PSB,Deputado Estadual,322,7,2018
19001,ATAIDE TERUEL PEREZ,PODE,Deputado Estadual,319,7,2018
22330,APARECIDA CUSTODIO DOS SANTOS,PR,Deputado Estadual,317,7,2018
50505,BRUNO VIEIRA MAIA,PSOL,Deputado Estadual,316,7,2018
11200,EDUARDO ROZ,PP,Deputado Estadual,312,7,2018
33190,CELIMAR GOMES DA SILVA,PMN,Deputado Estadual,307,7,2018
50000,ANDERSON SEVERIANO GOMES,PSOL,Deputado Estadual,306,7,2018
50234,MADALENA SILVA SANTOS,PSOL,Deputado Estadual,305,7,2018
25250,MILTON LEITE DA SILVA FILHO,DEM,Deputado Estadual,301,7,2018
17200,JULIO CÉSAR FRANCISCO,PSL,Deputado Estadual,300,7,2018
17888,MARCELO CRISTIANO REIS,PSL,Deputado Estadual,295,7,2018
17967,ELAINE CRISTINA DO NASCIMENTO,PSL,Deputado Estadual,294,7,2018
13555,SIMÃO PEDRO CHIOVETTI,PT,Deputado Estadual,293,7,2018
11111,ANTONIO CARLOS ESPER CURIATI,PP,Deputado Estadual,288,7,2018
55190,ALVARO BATISTA CAMILO,PSD,Deputado Estadual,286,7,2018
17001,GABRIEL ROCHA MAZZALI,PSL,Deputado Estadual,280,7,2018
11000,KENNY PIRES MENDES,PP,Deputado Estadual,277,7,2018
17555,RICARDO AZEVEDO DA SILVA,PSL,Deputado Estadual,275,7,2018
30600,CECILIA CARMEN JACINTHO ANDRADE,NOVO,Deputado Estadual,273,7,2018
13222,ADRIANO DIOGO,PT,Deputado Estadual,271,7,2018
13711,ORLANDO MAURÍCIO JÚNIOR,PT,Deputado Estadual,267,7,2018
70456,CLÉLIA GOMES DA SILVA,AVANTE,Deputado Estadual,267,7,2018
43433,BRUNA HELENA SOUZA TEIXEIRA DE BARROS,PV,Deputado Estadual,263,7,2018
30500,SERGIO LUIZ VICTOR JUNIOR,NOVO,Deputado Estadual,260,7,2018
10777,VALÉRIA APARECIDA MESSIAS LIMA,PRB,Deputado Estadual,260,7,2018
40540,JOSÉ ANTONIO BARROS MUNHOZ,PSB,Deputado Estadual,256,7,2018
40300,GIL LANCASTER FRAZÃO DE MORÃES,PSB,Deputado Estadual,251,7,2018
50002,ALEXYA LUCAS EVANGELISTA SALVADOR,PSOL,Deputado Estadual,251,7,2018
77777,ALEXANDRE PEREIRA DA SILVA,SOLIDARIEDADE,Deputado Estadual,248,7,2018
17193,MARIO ANTONIO PIRES MORO,PSL,Deputado Estadual,245,7,2018
17900,JOSÉ ROBERTO BARBOSA DE SOUZA,PSL,Deputado Estadual,244,7,2018
15622,JOOJI HATO,MDB,Deputado Estadual,239,7,2018
30017,MARCO ANTONIO RIBEIRO FEITOSA,NOVO,Deputado Estadual,239,7,2018
13113,MARCIA APARECIDA OVEJANEDA LIA,PT,Deputado Estadual,230,7,2018
50450,DJALMA NERY FERREIRA NETO,PSOL,Deputado Estadual,229,7,2018
45151,JOSE CARLOS VAZ DE LIMA,PSDB,Deputado Estadual,223,7,2018
30037,JOSE RICARDO DE MORAES PINTO,NOVO,Deputado Estadual,221,7,2018
33300,ALEX BATISTA ROCHA,PMN,Deputado Estadual,221,7,2018
70000,SIRINEU DE ARAUJO SANTOS,AVANTE,Deputado Estadual,219,7,2018
13310,LUIZ CLAUDIO MARCOLINO,PT,Deputado Estadual,219,7,2018
13696,ALEXANDRE BREVIGLIERI ALVES CASTILHO,PT,Deputado Estadual,218,7,2018
40280,MARTA CRISTINA LEÃO FERREIRA DA CUNHA,PSB,Deputado Estadual,214,7,2018
17288,CRISTINA ALVES DE GODOY,PSL,Deputado Estadual,210,7,2018
12222,LUIZ EDUARDO ALMANÇA,PDT,Deputado Estadual,208,7,2018
18188,ADEMAR BUENO DA SILVA JÚNIOR,REDE,Deputado Estadual,205,7,2018
22444,JOSÉ PAGLIARINI FILHO,PR,Deputado Estadual,204,7,2018
30700,CICERO DE OLIVEIRA SALLES JUNIOR,NOVO,Deputado Estadual,197,7,2018
30007,ALEXANDRE GODINHO BERTONCELLO,NOVO,Deputado Estadual,190,7,2018
23623,ROBERTO TURCHI DE MORAIS,PPS,Deputado Estadual,186,7,2018
17218,CARMELIDIA BERTOLA,PSL,Deputado Estadual,183,7,2018
17997,EDUARDO KUPPER PACHECO DE AGUIRRE,PSL,Deputado Estadual,183,7,2018
30123,RAFAEL RIBEIRO ZUCCO,NOVO,Deputado Estadual,181,7,2018
30018,ROBERTA PINTO GRABERT,NOVO,Deputado Estadual,181,7,2018
13456,ELISABETH SAHÃO,PT,Deputado Estadual,180,7,2018
40777,ANDRÉ LUIS BUENO,PSB,Deputado Estadual,179,7,2018
55555,RITA DE CASSIA TRINCA PASSOS,PSD,Deputado Estadual,178,7,2018
51190,WILSON DE OLIVEIRA MORAIS,PATRI,Deputado Estadual,178,7,2018
17771,ELIVELTON ANTONIO WEIRICH,PSL,Deputado Estadual,176,7,2018
19019,BRAZ DOS SANTOS ADEGAS JUNIOR,PODE,Deputado Estadual,176,7,2018
22600,MARCOS MULLER,PR,Deputado Estadual,176,7,2018
17124,ADRIELE DOS SANTOS NASCIMENTO COSTA,PSL,Deputado Estadual,175,7,2018
23456,FERNANDO HENRIQUE CURY,PPS,Deputado Estadual,175,7,2018
17102,FABIANA DE CARVALHO MARINHO,PSL,Deputado Estadual,174,7,2018
17010,AGUSTIN FRANCISCO CARBALLO,PSL,Deputado Estadual,173,7,2018
30010,MONICA RAMIRES FERRAZ CURY,NOVO,Deputado Estadual,171,7,2018
30030,PAULO EDUARDO ANDRADE ORTIZ,NOVO,Deputado Estadual,169,7,2018
17217,ALOISIO BUENO,PSL,Deputado Estadual,169,7,2018
22777,WILSON CALDEIRA PAIVA,PR,Deputado Estadual,167,7,2018
30777,MARCOS DA SILVA COSTA,NOVO,Deputado Estadual,166,7,2018
50069,HAILEY KAAS ALVES PEDRO DA SILVA,PSOL,Deputado Estadual,165,7,2018
17021,ANTONIO APARECIDO DELAFINA,PSL,Deputado Estadual,163,7,2018
17123,DANIELA ANCHÃO BRAGA,PSL,Deputado Estadual,161,7,2018
51699,PAULO ALVES CORRÊA JUNIOR,PATRI,Deputado Estadual,160,7,2018
20333,JUAREZ JUVÊNCIO DOS SANTOS,PSC,Deputado Estadual,160,7,2018
43001,EDSON DE OLIVEIRA GIRIBONI,PV,Deputado Estadual,159,7,2018
51500,MARCIO DENER CORAN,PATRI,Deputado Estadual,157,7,2018
45123,MAURÍCIO MENNA BARRETO GASPARINI,PSDB,Deputado Estadual,153,7,2018
13570,ALESSANDRA TRINDADE SHIMOMOTO,PT,Deputado Estadual,152,7,2018
13114,ENIO FRANCISCO TATTO,PT,Deputado Estadual,151,7,2018
17013,ANDREA SEIXAS,PSL,Deputado Estadual,147,7,2018
17017,MARCO ANTONIO CASALE,PSL,Deputado Estadual,145,7,2018
13139,SERGIO RIBEIRO SILVA,PT,Deputado Estadual,145,7,2018
13133,ALEX SANDRO GOMES,PT,Deputado Estadual,143,7,2018
30888,LUCIANA FONTES LAVIERI ALBERTO,NOVO,Deputado Estadual,142,7,2018
30005,EDUARDO LIMA DE SOUZA,NOVO,Deputado Estadual,141,7,2018
14444,ANTONIO JOAQUIM FERNANDES,PTB,Deputado Estadual,139,7,2018
23500,MAYRA ROSANNA GAMA DE ARAUJO SILVA DA COSTA,PPS,Deputado Estadual,138,7,2018
11011,EDUARDO BOIGUES QUEROZ,PP,Deputado Estadual,138,7,2018
20777,CELSO BRAZ DO NASCIMENTO,PSC,Deputado Estadual,136,7,2018
13333,ROBERTA MOREIRA LUCHSINGER,PT,Deputado Estadual,136,7,2018
17181,EDSON MIGUEL DA SILVA,PSL,Deputado Estadual,133,7,2018
14160,ROQUE BARBIERE,PTB,Deputado Estadual,133,7,2018
17890,DANIELA CRISTINA MIGUEL BRUZARROSCO,PSL,Deputado Estadual,130,7,2018
45610,HELIO NISHIMOTO,PSDB,Deputado Estadual,128,7,2018
30190,ISAAC JULIO BARRETO LOPES BITTENCOURT,NOVO,Deputado Estadual,128,7,2018
17711,FRANCISLAINE URQUIDI FARFAN VASSER,PSL,Deputado Estadual,128,7,2018
22223,MARIA JOSÉ PEREIRA DO AMARAL HUNGLAUB,PR,Deputado Estadual,124,7,2018
12122,ARI FRIEDENBACH,PDT,Deputado Estadual,123,7,2018
20200,FLÁVIA CAMARGO DA SILVA,PSC,Deputado Estadual,123,7,2018
43333,ULYSSES MARIO TASSINARI,PV,Deputado Estadual,123,7,2018
19008,JULIANA BUSSAB SCHULHOF,PODE,Deputado Estadual,122,7,2018
70577,EXPEDITO CARLOS DE SOUZA,AVANTE,Deputado Estadual,121,7,2018
30016,MARIA APARECIDA RORATO,NOVO,Deputado Estadual,121,7,2018
45600,CAROLINA DE MORAES PONTES,PSDB,Deputado Estadual,121,7,2018
30009,PEDRO PEDRAL VANIN,NOVO,Deputado Estadual,119,7,2018
40123,EDSON TOMAZINI,PSB,Deputado Estadual,118,7,2018
50333,LEONARDO MANOEL ALVES,PSOL,Deputado Estadual,117,7,2018
13111,NORMANDO COSTA DE ANDRADE FILHO,PT,Deputado Estadual,117,7,2018
45470,ANA CRISTINA DA SILVA COSTA,PSDB,Deputado Estadual,116,7,2018
40333,ANA CRISTINA GONÇALVES DE ABREU SOUZA,PSB,Deputado Estadual,116,7,2018
70190,RUBENS CLAUDIO SIQUEIRA NERI,AVANTE,Deputado Estadual,115,7,2018
45232,CARLOS EDUARDO PIGNATARI,PSDB,Deputado Estadual,114,7,2018
19777,GUILHERME DE ALES FERRAZ DA SILVA,PODE,Deputado Estadual,114,7,2018
17201,ALESSANDRA RUDOLPHO STRINGHETA BARBOSA,PSL,Deputado Estadual,114,7,2018
30060,SUSANA LAMBERT DE BRITO SILVA,NOVO,Deputado Estadual,114,7,2018
36013,TELISVALDO OLIVEIRA RIOS,PTC,Deputado Estadual,113,7,2018
50111,JORGE DAVID SALGADO,PSOL,Deputado Estadual,113,7,2018
40023,ORLANDO JOSÉ BOLÇONE,PSB,Deputado Estadual,111,7,2018
17086,CLOVIS FERREIRA DOS REIS JUNIOR,PSL,Deputado Estadual,110,7,2018
30530,SILVANA ALVES POLO BARONE,NOVO,Deputado Estadual,110,7,2018
45045,GUSTAVO MARTINELLI,PSDB,Deputado Estadual,110,7,2018
10333,ALTAIR MORAES DE OLIVEIRA,PRB,Deputado Estadual,109,7,2018
12812,ALLAN RODRIGO ALVES,PDT,Deputado Estadual,109,7,2018
17717,HAMILTON PROCÓPIO DOS SANTOS NETTO,PSL,Deputado Estadual,108,7,2018
22700,ANTONIO PADRON NETO,PR,Deputado Estadual,107,7,2018
45555,CASSIO DE CASTRO NAVARRO,PSDB,Deputado Estadual,107,7,2018
17333,ALEXANDRE SAID BUSSAB,PSL,Deputado Estadual,106,7,2018
19133,BRUNO HIDEO OMORI,PODE,Deputado Estadual,106,7,2018
40100,ROBERTO CARVALHO ENGLER PINTO,PSB,Deputado Estadual,106,7,2018
30350,ROGERIO SILVA DE SOUZA,NOVO,Deputado Estadual,106,7,2018
77147,GEORGES HABIB JARROUGE,SOLIDARIEDADE,Deputado Estadual,103,7,2018
31299,PAULO SÉRGIO RODRIGUES DA SILVA,PHS,Deputado Estadual,102,7,2018
55000,GUSTAVO RAMOS PERISSINOTTO,PSD,Deputado Estadual,102,7,2018
33633,GERALDO DA SILVA MAIA FILHO,PMN,Deputado Estadual,102,7,2018
12123,LUIZ DE MOURA PEREIRA,PDT,Deputado Estadual,102,7,2018
55055,RENATO PUPO DE PAULA,PSD,Deputado Estadual,101,7,2018
17444,EVERTON LUIZ FERNANDES SODARIO RAIMUNDO,PSL,Deputado Estadual,101,7,2018
22599,CRISTIANY DE CASTRO,PR,Deputado Estadual,100,7,2018
70004,MARCELO DA SILVA VIEIRA,AVANTE,Deputado Estadual,100,7,2018
50222,MAIRA MACHADO RODRIGUES,PSOL,Deputado Estadual,97,7,2018
15500,MARIA DO CARMO GUILHERME,MDB,Deputado Estadual,97,7,2018
17002,RICARDO SICCHIERO,PSL,Deputado Estadual,97,7,2018
17077,CAIO TOSHIO TAKEDA,PSL,Deputado Estadual,96,7,2018
15051,LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO,MDB,Deputado Estadual,96,7,2018
45680,CARLA SARDANO MORANDO,PSDB,Deputado Estadual,95,7,2018
19190,LUCIANO GALESCO,PODE,Deputado Estadual,95,7,2018
16666,JOSE DIAS DE FREITAS JUNIOR,PSTU,Deputado Estadual,95,7,2018
17600,MARCOS FERNANDO PORTELLA FONTES,PSL,Deputado Estadual,94,7,2018
15154,RAFAEL LUIZ PAVARINI DE CAMARGO,MDB,Deputado Estadual,93,7,2018
45745,JOSÉ MARIO BRASILIENSE CARNEIRO,PSDB,Deputado Estadual,92,7,2018
50050,ANITA DE GUSMÃO DAMIÃO,PSOL,Deputado Estadual,91,7,2018
14111,EDILSON GUARNIERI,PTB,Deputado Estadual,90,7,2018
51222,ENIVALDO LEITE,PATRI,Deputado Estadual,90,7,2018
12321,PEDRO ANTONIO BIGARDI,PDT,Deputado Estadual,89,7,2018
50550,RAUL MARCELO DE SOUZA,PSOL,Deputado Estadual,89,7,2018
40610,DHONY OLIVEIRA SOUZA,PSB,Deputado Estadual,89,7,2018
55030,LUCIANO ANDRÉ RODRIGUES,PSD,Deputado Estadual,89,7,2018
19619,LUIS HENRIQUE DOS SANTOS MOREIRA,PODE,Deputado Estadual,88,7,2018
50444,ADEMILSON MIGUEL FERNANDES,PSOL,Deputado Estadual,88,7,2018
13134,LUIZ FERNANDO TEIXEIRA FERREIRA,PT,Deputado Estadual,87,7,2018
30330,MOISES BENEDITO ROSSI DA CUNHA,NOVO,Deputado Estadual,87,7,2018
40080,SUELY VILELA,PSB,Deputado Estadual,86,7,2018
25777,DANIELE ALVES DO AMPARO SOARES,DEM,Deputado Estadual,86,7,2018
45222,ANTONIO DA ROCHA MARMO CEZAR,PSDB,Deputado Estadual,85,7,2018
30400,ELIANA PRADO DE AZEVEDO,NOVO,Deputado Estadual,85,7,2018
30789,EDUARDO AUGUSTO RISSI,NOVO,Deputado Estadual,84,7,2018
65456,MARCIO JUNIOR BRIANES,PC do B,Deputado Estadual,84,7,2018
50130,LEANDRO MOREIRA GONÇALVES,PSOL,Deputado Estadual,83,7,2018
30001,PAULO ROGERIO DENONI,NOVO,Deputado Estadual,83,7,2018
17040,LUIZ CARLOS DE PAULA,PSL,Deputado Estadual,82,7,2018
17187,AGEU DA CRUZ ALMEIDA,PSL,Deputado Estadual,82,7,2018
45450,MARCUS MACEDO,PSDB,Deputado Estadual,81,7,2018
13122,JOSÉ CARLOS DE AQUINO,PT,Deputado Estadual,80,7,2018
50300,JOAO LUIS DIAS ZAFALAO,PSOL,Deputado Estadual,80,7,2018
45845,THIAGO ANTUNES CAVALCA REIS LOBO,PSDB,Deputado Estadual,80,7,2018
45445,MICHELLI VENEZIANI DA SILVA,PSDB,Deputado Estadual,79,7,2018
50005,TAMIRES DE SOUSA ARANTES,PSOL,Deputado Estadual,78,7,2018
17012,WILSON CLAUDIO DE OLIVEIRA,PSL,Deputado Estadual,78,7,2018
10999,FRANCISCO JOSÉ LANG FERNANDES DE OLIVEIRA,PRB,Deputado Estadual,77,7,2018
22123,RICARDO ROSSI MADALENA,PR,Deputado Estadual,77,7,2018
16001,ABEL BARRETO,PSTU,Deputado Estadual,77,7,2018
90790,ADEILDO REIS DOS SANTOS,PROS,Deputado Estadual,77,7,2018
15022,ANGELA OROSCO DE MELO,MDB,Deputado Estadual,76,7,2018
45111,MARCO ANTONIO SCARASATI VINHOLI,PSDB,Deputado Estadual,76,7,2018
54999,RONALDO BARROS DE OLIVEIRA,PPL,Deputado Estadual,76,7,2018
22333,LAERTE SONSIN JUNIOR,PR,Deputado Estadual,75,7,2018
17050,CLAUDINEI FERREIRA SOARES,PSL,Deputado Estadual,75,7,2018
22196,SILVIO AMARAL SOARES,PR,Deputado Estadual,75,7,2018
40500,RAFAEL ANTONIO DA SILVA,PSB,Deputado Estadual,75,7,2018
22678,JULIO CESAR LOPES FUDA,PR,Deputado Estadual,75,7,2018
22322,DANIELE MAZUQUELI ALONSO,PR,Deputado Estadual,74,7,2018
14777,LUIZ CARLOS GONDIM TEIXEIRA,PTB,Deputado Estadual,74,7,2018
18000,DANIEL DA ROCHA MARTINI,REDE,Deputado Estadual,74,7,2018
12118,ALEXANDRE REGINATO ACEDO,PDT,Deputado Estadual,74,7,2018
45125,MAURO BRAGATO,PSDB,Deputado Estadual,74,7,2018
45545,JOBERT ALEXANDRINO,PSDB,Deputado Estadual,73,7,2018
17345,MARTA MAITÊ SEVILLANO,PSL,Deputado Estadual,73,7,2018
