nr_candidato,nm_candidato,sg_partido,ds_cargo,total_votos,zonas_com_voto,ano
44999,MARCONE JOSÉ DE LIMA,UNIÃO,Vereador,2103,7,2024
13019,JUCELINO SOUZA DE NOVAIS JUNIOR,PT,Vereador,2094,7,2024
11022,JONATHAS DE SIQUEIRA FERREIRA,PP,Vereador,2052,7,2024
40900,JOSE HONORATO DOS SANTOS,PSB,Vereador,2047,7,2024
13100,LUIZ CARLOS FELICIDADE,PT,Vereador,2025,7,2024
11153,SILVIO MARCIO LAVORATO,PP,Vereador,1933,7,2024
10800,DONIZETI GOMES,REPUBLICANOS,Vereador,1920,7,2024
44215,PEDRO ANDRÉ DOS SANTOS,UNIÃO,Vereador,1902,7,2024
55000,GUILHERME DAMASCENO FERNANDES,PSD,Vereador,1781,7,2024
55555,FLÁVIO MAYNARDES ARAÚJO,PSD,Vereador,1780,7,2024
15789,JAKSSON LEANDRO LUCIANO GONÇALVES,MDB,Vereador,1765,7,2024
40555,LUIZ FERNANDO MARIANO MATEUS,PSB,Vereador,1741,7,2024
20555,DANILO RIDYER PALMA,PODE,Vereador,1697,7,2024
55500,AÍLTON LOURENÇO DA SILVA,PSD,Vereador,1678,7,2024
11111,VINICIUS CAMARGO GRATTI,PP,Vereador,1607,7,2024
40444,JOÃO GOMES JUNIOR,PSB,Vereador,1553,7,2024
10150,PAULO ROBERTO DOS SANTOS VIEIRA,REPUBLICANOS,Vereador,1535,7,2024
70777,VALDEIR LUCCHIARI,AVANTE,Vereador,1497,7,2024
15999,ALTAIR ALVES PAIXÃO,MDB,Vereador,1485,7,2024
11999,LEONICE ALVES DA PÁZ,PP,Vereador,1440,7,2024
50016,SUZY SANTOS,PSOL,Vereador,1388,7,2024
20190,MARCOS ALVES FERREIRA,PODE,Vereador,1335,7,2024
13613,CARLOS ROBERTO DE OLIVEIRA,PT,Vereador,1330,7,2024
11888,ANDRÉ LUIS TOLOTTO,PP,Vereador,1323,7,2024
55190,JOSÉ ANTONIO PEREIRA JÚNIOR,PSD,Vereador,1321,7,2024
15055,CARLOS HENRIQUE PINTO,MDB,Vereador,1320,7,2024
10007,TERESINHA DE CARVALHO,REPUBLICANOS,Vereador,1276,7,2024
11123,JULIANO ANTONIO MARÇAL,PP,Vereador,1249,7,2024
20002,RENAN FAGNER SALOMÃO DE SOUZA,PODE,Vereador,1228,7,2024
40123,MARIO CESAR MELLO DA SILVA,PSB,Vereador,1221,7,2024
55123,ANGELO DINIZ,PSD,Vereador,1211,7,2024
70800,ELCIO BATISTA,AVANTE,Vereador,1195,7,2024
40222,ERIKA VIVIANE DE SOUZA RAMOS,PSB,Vereador,1193,7,2024
55577,CID FERREIRA DE SOUZA,PSD,Vereador,1162,7,2024
13000,JOSÉ ABREU DE LUCENA,PT,Vereador,1149,7,2024
20500,JOSÉ CARLOS FURIOSO,PODE,Vereador,1148,7,2024
55522,LUIZ LAURO FERREIRA,PSD,Vereador,1096,7,2024
15678,ORLEANS DE SÁ ALENCAR,MDB,Vereador,1096,7,2024
11001,MICHAEL AUGUSTO CRISÓSTOMO,PP,Vereador,1075,7,2024
44444,MARJORIE DA COSTA HENRIQUE RODRIGUES,UNIÃO,Vereador,1074,7,2024
55444,CLÁUDIO JOSÉ BERNANDES,PSD,Vereador,1067,7,2024
15250,ANDRÉ LUIZ DE CAMARGO VON ZUBEN,MDB,Vereador,1055,7,2024
77000,VAGNER  DOS SANTOS BELLINI,SOLIDARIEDADE,Vereador,1051,7,2024
44567,HENRI MAEDA,UNIÃO,Vereador,1032,7,2024
40050,RENAN RONCOLATTO PEREIRA DE ALMEIDA,PSB,Vereador,1006,7,2024
20007,LUIZ GONZAGA,PODE,Vereador,984,7,2024
10100,TIAGO LUIS DE SOUZA,REPUBLICANOS,Vereador,967,7,2024
13111,JACQUELINE DE CAMPOS MEDEIROS,PT,Vereador,958,7,2024
23123,TAK CHUNG WU,CIDADANIA,Vereador,956,7,2024
40400,ARIANA PAULA FREITAS ORLANDO,PSB,Vereador,945,7,2024
55007,MAURÍCIO LUCENTI GEREMONTE,PSD,Vereador,945,7,2024
10210,MARCIO LOPES DOS SANTOS,REPUBLICANOS,Vereador,934,7,2024
13013,HAMED MAUCH BITTAR,PT,Vereador,934,7,2024
77716,TELMA FRANCISCA BARROS DE SOUSA SEVERO MARQUES,SOLIDARIEDADE,Vereador,927,7,2024
22352,FERNANDO LUIS COUTINHO NEVES,PL,Vereador,914,7,2024
28999,ANA HARUMI OLIVEIRA,PRTB,Vereador,908,7,2024
11789,JOSE CARLOS DO NASCIMENTO,PP,Vereador,903,7,2024
10789,CARLOS JOSÉ LEMOS,REPUBLICANOS,Vereador,899,7,2024
43000,VALERIA MEIRELLES MONTEIRO,PV,Vereador,898,7,2024
44123,WANDERLEY LUIZ SARTORI,UNIÃO,Vereador,887,7,2024
70190,CLODOALDO MAIOLINI FILHO,AVANTE,Vereador,882,7,2024
10010,CLAUDIO CORMANICH,REPUBLICANOS,Vereador,882,7,2024
44100,CLAUDIA DAS DORES CAMARGO DA SILVA,UNIÃO,Vereador,879,7,2024
10556,GIOVANNE SOTELLO LAVORINI,REPUBLICANOS,Vereador,878,7,2024
44400,JORGE RICARDO TEIXEIRA CEZARIO,UNIÃO,Vereador,874,7,2024
40110,ARMINDO LIMA DE ALMEIDA,PSB,Vereador,857,7,2024
70444,CARLOS EDUARDO ZANCHETA,AVANTE,Vereador,847,7,2024
23623,PAULO HENRIQUE EMERICK DA SILVA,CIDADANIA,Vereador,843,7,2024
40000,ANDERSON DELBUE GIANETTI,PSB,Vereador,815,7,2024
23200,JEAN MARCOS ZACARIAS DA SILVA,CIDADANIA,Vereador,790,7,2024
70153,GIULIANO SANTOS ROCHA,AVANTE,Vereador,787,7,2024
13700,GEORGENIS HENRIQUE DE OLIVEIRA SOARES,PT,Vereador,786,7,2024
13500,IVONE CRESCENCIO DA SILVA MENDONÇA,PT,Vereador,783,7,2024
55321,ADAUTO JOSÉ DE JESUS,PSD,Vereador,774,7,2024
10700,BRUNO SENNA NETO,REPUBLICANOS,Vereador,769,7,2024
70123,JOSE DE ARIMATEA SANTOS SILVA FILHO,AVANTE,Vereador,767,7,2024
40220,DOUGLAS MENEZES,PSB,Vereador,763,7,2024
30000,CLIMÉRIO DOS SANTOS VIEIRA,NOVO,Vereador,753,7,2024
11200,ADILSON DE SOUZA ROCHA,PP,Vereador,750,7,2024
10300,THIAGO DE OLIVEIRA GONÇALVES,REPUBLICANOS,Vereador,741,7,2024
44111,JOSE FRANCISCO DA SILVA,UNIÃO,Vereador,733,7,2024
22500,ANGELO ROBERTO SARTORI,PL,Vereador,724,7,2024
10019,ROBLEDO RUAN SANTOS SOUSA,REPUBLICANOS,Vereador,717,7,2024
20243,ABRAÃO STREY,PODE,Vereador,714,7,2024
23456,EVERALDO LUIZ VIEIRA,CIDADANIA,Vereador,707,7,2024
23567,ANTONIO GONÇALVES DA SILVA,CIDADANIA,Vereador,700,7,2024
20777,FRANCISCO DANILO ALVES GOMES,PODE,Vereador,687,7,2024
22336,FLÁVIO EDILSON PADOVINI,PL,Vereador,687,7,2024
27123,DANIEL DE SOUZA NOVELLO ARAUJO,DC,Vereador,679,7,2024
70400,ERIVAN FELIZARDO REGO,AVANTE,Vereador,671,7,2024
13138,SOLANGE LOUREIRO POZZUTO,PT,Vereador,669,7,2024
10080,LUIZ FELIPE DE OLIVEIRA THEODORO,REPUBLICANOS,Vereador,663,7,2024
20234,APARECIDO DE CAMPOS FILHO,PODE,Vereador,647,7,2024
15777,LUCIANA APARECIDA CARDOSO,MDB,Vereador,645,7,2024
10333,NOEMI SILVANA PRATES DE OLIVEIRA,REPUBLICANOS,Vereador,644,7,2024
44777,INACIO RODRIGUES DA FONSECA,UNIÃO,Vereador,634,7,2024
35678,PAULO BERNARDINO DE SOUZA,PMB,Vereador,630,7,2024
18123,CAMILA DELMONDES DIAS,REDE,Vereador,617,7,2024
23789,LUIZ ANTONIO PAOLILLO DE CRESCENZO,CIDADANIA,Vereador,616,7,2024
13456,GIVALDO FERREIRA DE LIMA,PT,Vereador,611,7,2024
40100,JOSE BATISTA DE CARVALHO FILHO,PSB,Vereador,608,7,2024
11222,FRANCISCA ROSANA MONTANHER,PP,Vereador,606,7,2024
10190,DENILSON DO PRADO,REPUBLICANOS,Vereador,601,7,2024
20997,JOSENILTON ALMEIDA,PODE,Vereador,582,7,2024
15222,CRISTIANO FORIGATO,MDB,Vereador,582,7,2024
44700,PAULA DA SILVA RAMOS,UNIÃO,Vereador,575,7,2024
22333,THELMA ELAINE BRASILEIRO ROBERTI,PL,Vereador,575,7,2024
22922,SHIRLEI ARAÚJO DOS SANTOS,PL,Vereador,573,7,2024
28193,JOÃO RAMOS  DOS SANTOS SOBRINHO,PRTB,Vereador,564,7,2024
11210,JOSÉ APARECIDO DOS SANTOS,PP,Vereador,563,7,2024
44025,MARCELINO FELISBERTO DA COSTA,UNIÃO,Vereador,558,7,2024
20022,JOÃO BATISTA DE MOURA,PODE,Vereador,557,7,2024
30007,GUILHERME PUPO NOGUEIRA MONTEIRO,NOVO,Vereador,548,7,2024
44007,LEONARDO RUELA SANTANA,UNIÃO,Vereador,537,7,2024
36555,REGINALDO NERIS PEREIRA,AGIR,Vereador,535,7,2024
20230,PAULO RICARDO GALTERIO,PODE,Vereador,535,7,2024
15369,ADEMIR LUIS GAVA,MDB,Vereador,531,7,2024
44644,WILIAN MENEZES XAVIER,UNIÃO,Vereador,527,7,2024
23007,MARCÉLIO ANDRADE LEÃO,CIDADANIA,Vereador,520,7,2024
22444,JAQUELINE MACIEL LUSTOSA,PL,Vereador,520,7,2024
35816,FÁBIO OLIVEIRA DA SILVA,PMB,Vereador,517,7,2024
27456,FABIO ZOROASTRO LELLIS,DC,Vereador,509,7,2024
70300,REBECA CRISTINA DE SOUZA,AVANTE,Vereador,506,7,2024
23019,GILSON ROGÉRIO DE MORAES,CIDADANIA,Vereador,497,7,2024
70500,CLAUDINEI APARECIDO DO CARMO,AVANTE,Vereador,494,7,2024
10015,ZILDA APARECIDA BRAMBILLA,REPUBLICANOS,Vereador,491,7,2024
55700,EDSON CARNEIRO JÚNIOR,PSD,Vereador,489,7,2024
20153,ALEXANDRE MORAES DE ALVARENGA RANGEL,PODE,Vereador,488,7,2024
22722,MARCOS ANTONIO CLEMENTE,PL,Vereador,481,7,2024
20011,GERALDO CEZÁRIO RIBEIRO,PODE,Vereador,475,7,2024
23177,MARCELO EDUARDO HEIN,CIDADANIA,Vereador,475,7,2024
20595,SÉRGIO ROBERTO SANTIAGO SILVA,PODE,Vereador,474,7,2024
77077,JOSE DILSON RODRIGUES,SOLIDARIEDADE,Vereador,472,7,2024
12171,PEDRO JOSÉ DE PAULA,PDT,Vereador,470,7,2024
44743,RENY CANDIDO BEZERRA,UNIÃO,Vereador,466,7,2024
11080,ANA PAULA DA SILVA LUZ,PP,Vereador,465,7,2024
23223,WESLEY ÁLVARO MONTEIRO AGUIAR,CIDADANIA,Vereador,460,7,2024
30030,CELSO HENRIQUE DE OLIVEIRA,NOVO,Vereador,449,7,2024
36234,MAURO PEREIRA,AGIR,Vereador,446,7,2024
55010,DANIELE CRISTINA SCHETTINI,PSD,Vereador,445,7,2024
23023,RICARDO APARECIDO DOS SANTOS,CIDADANIA,Vereador,442,7,2024
55255,LEANDRO LUCAS GARCEZ,PSD,Vereador,439,7,2024
28299,WILSON RODRIGUES MILAGRES,PRTB,Vereador,438,7,2024
20775,GIANCARLO LOPES TORRES,PODE,Vereador,436,7,2024
22038,JOEVAL DE OLIVEIRA MARTINS,PL,Vereador,433,7,2024
44321,KAREN GABRIELA ARAUJO DOS SANTOS,UNIÃO,Vereador,431,7,2024
22380,KLEBER SARAIVA SIMÕES,PL,Vereador,420,7,2024
77123,ANDRÉ LUIS BERNARDO,SOLIDARIEDADE,Vereador,416,7,2024
30300,AKEMI ELIZABETH SHIGIHARA,NOVO,Vereador,406,7,2024
22122,EDSON RIBEIRO DE OLIVEIRA,PL,Vereador,405,7,2024
77055,IZAURA PEREIRA,SOLIDARIEDADE,Vereador,404,7,2024
44024,GABRIELA FELIS DA SILVA SIMÃO,UNIÃO,Vereador,403,7,2024
20888,ELIÂNGELA APARECIDA HENRIQUE SOUZA,PODE,Vereador,399,7,2024
40177,SANDRA APARECIDA RODRIGUES PITON,PSB,Vereador,399,7,2024
44117,CLEMENTE JOSÉ CAPUCHINHO,UNIÃO,Vereador,397,7,2024
55888,DANILO BOTELHO SANCHES,PSD,Vereador,396,7,2024
23333,BRUNA GUIMARÃES BARBOSA,CIDADANIA,Vereador,395,7,2024
22200,MIRIAM DE JESUS TOMAZ,PL,Vereador,394,7,2024
11500,LEANDRO ANDALICIO DE REZENDE,PP,Vereador,394,7,2024
50013,OSMAIR QUERIDO,PSOL,Vereador,375,7,2024
16555,MATHEUS CORREIA DOS REIS E SOUZA,PSTU,Vereador,372,7,2024
27022,MARCO ANTONIO CLAUDINO,DC,Vereador,368,7,2024
70100,MARCIO VASCONCELOS SILVA,AVANTE,Vereador,367,7,2024
23300,WEDY PINHEIRO ANDRADE,CIDADANIA,Vereador,367,7,2024
20444,VALÉRIA APARECIDA COSTA TORRES,PODE,Vereador,359,7,2024
55777,JOÃO PAULO ROMIM GIMEZEZ,PSD,Vereador,358,7,2024
70051,CARLOS ROBERTO TOLEDO,AVANTE,Vereador,356,7,2024
13024,CARLOS ALEXANDRE SPUNCHIADO,PT,Vereador,353,7,2024
13005,MARIA NILDES DOS SANTOS NASCIMENTO,PT,Vereador,353,7,2024
77896,AMANDI BUZON RODELLI,SOLIDARIEDADE,Vereador,352,7,2024
11300,VALDIR FERREIRA,PP,Vereador,347,7,2024
11012,JULIO CESAR BEARARI,PP,Vereador,347,7,2024
70888,JOAO LUIS CAIRES,AVANTE,Vereador,344,7,2024
44244,WAGNER ALBERTO GUERINI,UNIÃO,Vereador,343,7,2024
10050,ANGÉLICA SOARES,REPUBLICANOS,Vereador,340,7,2024
70001,JOSE MILTON DA SILVA,AVANTE,Vereador,340,7,2024
30494,PETERSON FIEL DA SILVA,NOVO,Vereador,338,7,2024
15300,ADRIANA EMILIA HEITMANN GONÇALVES TEIXEIRA FONTES,MDB,Vereador,335,7,2024
12345,ANDRÉ AUGUSTO CARDOSO,PDT,Vereador,333,7,2024
40999,MARCIO JOSE ALVES DO NASCIMENTO,PSB,Vereador,332,7,2024
10777,LEANDRO ROSALEM FERREIRA,REPUBLICANOS,Vereador,329,7,2024
11777,GABRIELA APOLINÁRIO,PP,Vereador,328,7,2024
70007,SANDRO TEIXEIRA BATISTA,AVANTE,Vereador,324,7,2024
13010,SERGIO BANDEIRA OLIVEIRA,PT,Vereador,324,7,2024
22678,DIJALMA LACERDA,PL,Vereador,322,7,2024
35700,CICERO ERIVALDO CARDOSO FEITOSA,PMB,Vereador,321,7,2024
20789,LUCINEIDE DA CONCEIÇÃO LIMA,PODE,Vereador,321,7,2024
11567,ANDRÉ DIONÍSIO FAVELA,PP,Vereador,321,7,2024
55566,ANDERSON DE SOUZA,PSD,Vereador,320,7,2024
27888,ZULEICA APARECIDA DA SILVA,DC,Vereador,317,7,2024
22017,LUZIA DAS GRAÇAS ASSIS,PL,Vereador,315,7,2024
77222,SANDRO LUIZ FREIRE,SOLIDARIEDADE,Vereador,313,7,2024
22777,DANIELLE GOMES DE CARVALHO,PL,Vereador,309,7,2024
43123,AHMED TARIQUE TOMBOUCTOU AGIO,PV,Vereador,305,7,2024
70700,WILLIAM ALESSANDRO DINARTI,AVANTE,Vereador,304,7,2024
40300,SHIRLEI APARECIDA BUENO ALVES,PSB,Vereador,303,7,2024
55111,SILVANA RIGOLIN FERREIRA,PSD,Vereador,303,7,2024
25777,OSCAR FONSECHI NETO,PRD,Vereador,301,7,2024
18013,JULIANE FERNANDES QUEIROZ,REDE,Vereador,299,7,2024
20019,LUCIANA DA SILVA MENDES,PODE,Vereador,297,7,2024
15015,JOÃO CARLOS NUNES DA MATA,MDB,Vereador,295,7,2024
70070,EMERSON SANTANA PIVATO,AVANTE,Vereador,295,7,2024
36300,JOÃO OLIMPIO SANTANA FERREIRA,AGIR,Vereador,295,7,2024
35118,HELIET TELMIS FERRARI,PMB,Vereador,294,7,2024
30333,CÁSSIO HERVELLA,NOVO,Vereador,294,7,2024
28069,ANTONIO R DE LUCENA JUNIOR,PRTB,Vereador,293,7,2024
23100,BENTO ROSA SOARES,CIDADANIA,Vereador,291,7,2024
11333,EMERSON MENDES DE SOUZA,PP,Vereador,287,7,2024
35325,LUCAS AMARO DOS SANTOS,PMB,Vereador,284,7,2024
30100,ANDRESSA DE MELO CARLOS PAZ,NOVO,Vereador,281,7,2024
22822,EDSON JOSÉ BATISTA,PL,Vereador,280,7,2024
36000,VALDIRLEI MARTINGHI,AGIR,Vereador,278,7,2024
35777,ABIATÁ JOSÉ DE LIMA,PMB,Vereador,278,7,2024
77707,PÉRCIO HENRIQUE FERNANDES,SOLIDARIEDADE,Vereador,277,7,2024
20001,FÁTIMA REGINA GONÇALVES DIAS DOS SANTOS,PODE,Vereador,275,7,2024
40012,JURACY PEREIRA COUTINHO JUNIOR,PSB,Vereador,274,7,2024
10714,NILVA MARIA DE LIMA JORDÃO,REPUBLICANOS,Vereador,274,7,2024
50025,LUARA RODRIGUES SANTANA,PSOL,Vereador,268,7,2024
11190,EDUARDO FRANCISCO DA SILVA,PP,Vereador,266,7,2024
13205,ADILSON DE SOUZA,PT,Vereador,264,7,2024
23233,ROSELI APARECIDA DOS SANTOS,CIDADANIA,Vereador,263,7,2024
28211,REINALDO  ANASTACIO,PRTB,Vereador,261,7,2024
28022,TATIANE CRISTINA DE SOUZA RODRIGUES,PRTB,Vereador,259,7,2024
45656,DOANI EMANUELA BERTAN,PSDB,Vereador,259,7,2024
35333,MARIA DA PAZ SANTIAGO DE ARAÚJO,PMB,Vereador,254,7,2024
36678,JOSÉ CARLOS DA SILVA CHAVES,AGIR,Vereador,254,7,2024
45500,WILSON DA SILVA,PSDB,Vereador,253,7,2024
27000,ALEXSANDER LEAL DE OLIVEIRA,DC,Vereador,253,7,2024
30303,ALEXANDRE HENRIQUE GIOVANNETTI,NOVO,Vereador,253,7,2024
22110,ANDREIA PEREIRA FERRAZ,PL,Vereador,252,7,2024
40019,ANDREA PEREIRA MONTEIRO VASCONCELLOS,PSB,Vereador,251,7,2024
28033,ELIELTON MESSALI,PRTB,Vereador,250,7,2024
44500,ROSA FERREIRA DA SILVA,UNIÃO,Vereador,248,7,2024
44789,JOSÉ RIBEIRO DO PRADO NETO,UNIÃO,Vereador,248,7,2024
70288,JOSÉ GONZAGA DOS SANTOS JUNIOR,AVANTE,Vereador,247,7,2024
27007,SAMUEL FERNANDO RODRIGUES,DC,Vereador,246,7,2024
23888,ROGÉRIO FIGUEIREDO SANTANA,CIDADANIA,Vereador,242,7,2024
28028,CARLOS ANDRÉ MELO,PRTB,Vereador,242,7,2024
12333,RODOLFO TEIXEIRA CORREA,PDT,Vereador,235,7,2024
20456,ROSEMIRO APARECIDO FERREIRA,PODE,Vereador,234,7,2024
55121,LUCAS VIEIRA BUENO ROSSI,PSD,Vereador,231,7,2024
22700,SILVIA HELENA MAGALHÃES DE FIGUEIREDO,PL,Vereador,231,7,2024
25625,ANTONIO CABRAL DA SILVA,PRD,Vereador,229,7,2024
20200,MÁRCIO AUGUSTO SILVA,PODE,Vereador,226,7,2024
23444,ANTONIO FRANCISCO NASCIMENTO,CIDADANIA,Vereador,225,7,2024
35035,JORGE FERREIRA PORTO,PMB,Vereador,225,7,2024
10104,FRANCISCO DE SOUZA,REPUBLICANOS,Vereador,224,7,2024
36390,FRANCISCO CARLOS DE OLIVEIRA,AGIR,Vereador,222,7,2024
11211,RONIE FERREIRA DOS SANTOS,PP,Vereador,219,7,2024
28321,EVELYN VIEIRA FARIAS,PRTB,Vereador,218,7,2024
15155,ANDREA DA SILVEIRA PODAVI,MDB,Vereador,216,7,2024
28001,CARLOS EDUARDO  DE ARAUJO,PRTB,Vereador,214,7,2024
12580,CLAUDECI DE OLIVEIRA PINTO,PDT,Vereador,214,7,2024
25888,ANDRÉ LUIS CENSI DOS SANTOS,PRD,Vereador,213,7,2024
12777,CLAUDIO RISSI,PDT,Vereador,213,7,2024
36888,MARIA RITA DE CASSIA LIVATO,AGIR,Vereador,213,7,2024
20645,ROGER RICARDI LEAL GERMANO,PODE,Vereador,208,7,2024
27019,RODRIGO BOTASSIN PEREIRA,DC,Vereador,206,7,2024
40513,NEUSA SILVA,PSB,Vereador,202,7,2024
44234,DIMARINO ALVES DE CASTRO,UNIÃO,Vereador,195,7,2024
15003,DANIEL CARDOSO APARECIDO,MDB,Vereador,193,7,2024
25612,JOSÉ REIS GABRIEL,PRD,Vereador,193,7,2024
27001,MARCIO JOSE BARBOSA,DC,Vereador,192,7,2024
11033,CARLOS ALBERTO BERTOLDO,PP,Vereador,191,7,2024
22369,GILBERT JOSE DE MELLO,PL,Vereador,189,7,2024
13888,CESAR VITORINO DA COSTA,PT,Vereador,186,7,2024
50150,GERONIMO SOUZA ROCHA,PSOL,Vereador,185,7,2024
77456,MARCIA MARIA FERREIRA VIEIRA,SOLIDARIEDADE,Vereador,184,7,2024
45678,JOSÉ FERREIRA CAMPOS FILHO,PSDB,Vereador,183,7,2024
35123,CARLOS HENRIQUE MEDEIROS,PMB,Vereador,182,7,2024
50111,NILSON DONIZETE DE SOUSA,PSOL,Vereador,181,7,2024
55455,ALESSANDRA LUCIANA LICCO,PSD,Vereador,181,7,2024
15888,ANA SOARES FERRO,MDB,Vereador,180,7,2024
45005,REGINALDO APÓSTOLO SANTOS,PSDB,Vereador,180,7,2024
12000,EDIVALDO DA SILVA ALVES,PDT,Vereador,180,7,2024
70333,RAIMUNDO ELIEL NUNES DE LIMA,AVANTE,Vereador,179,7,2024
13599,UBIRATAN ROBERTO ALVES FERREIRA,PT,Vereador,177,7,2024
22555,MARIA EDUARDA APARECIDA MATTO GROSSO BORGES,PL,Vereador,173,7,2024
30777,MARCOS SOUZA DA CRUZ,NOVO,Vereador,173,7,2024
23001,GONÇALO MOREIRA ARAÚJO,CIDADANIA,Vereador,172,7,2024
43500,GILMAR DE LIMA TEODORO,PV,Vereador,172,7,2024
28000,JANAINA ROMÃO DE SOUZA,PRTB,Vereador,169,7,2024
11900,ROSÂNGELA ROSA GODOI,PP,Vereador,168,7,2024
11100,ADRIANA SANCHES GALDEANO BORGO,PP,Vereador,167,7,2024
