nr_local,nr_candidato,nm_candidato,votos,sg_partido,ano,lat,lng
1023,30153,MIRIAM MARIA ANTUNES DE SOUZA,38,NOVO,2020,-22.9056391,-47.059564
1023,30333,FRANCISCO ASSIS DA CONCEIÇÃO,48,NOVO,2020,-22.9056391,-47.059564
1023,30500,MARIA CRISTINA DE OLIVEIRA,64,NOVO,2020,-22.9056391,-47.059564
1023,30777,JONATHAS DE SIQUEIRA FERREIRA,79,NOVO,2020,-22.9056391,-47.059564
1023,30900,DANIEL BISCOLA PEREIRA,67,NOVO,2020,-22.9056391,-47.059564
1023,30999,PAULO SÉRGIO BARCELLOS GASPAR,116,NOVO,2020,-22.9056391,-47.059564
1023,40000,LUIS MOKITI YABIKU,68,PSB,2020,-22.9056391,-47.059564
1023,40013,JAIRSON VALERIO DOS ANJOS,73,PSB,2020,-22.9056391,-47.059564
1023,40112,FILIPE BATISTA MARCHESI,42,PSB,2020,-22.9056391,-47.059564
1023,40123,GILBERTO CARLOS CARDOSO,39,PSB,2020,-22.9056391,-47.059564
1023,40345,CLAUDINEI ALMEIDA,48,PSB,2020,-22.9056391,-47.059564
1023,40580,JOSE CARLOS DOS SANTOS,77,PSB,2020,-22.9056391,-47.059564
1023,40678,JOSÉ CARLOS SILVA,36,PSB,2020,-22.9056391,-47.059564
1023,43,ROGERIO MENEZES DE MELLO,145,PV,2020,-22.9056391,-47.059564
1023,43000,VAGNER DOS SANTOS BELLINI,32,PV,2020,-22.9056391,-47.059564
1023,43123,LUIZ CARLOS ROSSINI,86,PV,2020,-22.9056391,-47.059564
1023,43430,CARLOS ROBERTO ALVIM,88,PV,2020,-22.9056391,-47.059564
1023,45123,GUILHERME DAMASCENO FERNANDES,102,PSDB,2020,-22.9056391,-47.059564
1023,45234,MARCOS JOSÉ BERNARDELLI,82,PSDB,2020,-22.9056391,-47.059564
1023,45678,LUIZ HENRIQUE CIRILO,98,PSDB,2020,-22.9056391,-47.059564
1023,50,Partido Socialismo e Liberdade,31,,2020,-22.9056391,-47.059564
1023,50000,PAULO ROBERTO BUFALO,79,PSOL,2020,-22.9056391,-47.059564
1023,50001,MARCELA DIAS MOREIRA,64,PSOL,2020,-22.9056391,-47.059564
1023,50100,MARIANA CONTI TAKAHASHI,291,PSOL,2020,-22.9056391,-47.059564
1023,50123,ÉLICE NATALIA BOTELHO,65,PSOL,2020,-22.9056391,-47.059564
1023,50300,LETÍCIA SOUZA MOREIRA BENEVIDES,59,PSOL,2020,-22.9056391,-47.059564
1023,51,WILSON KELLER DE MATOS,208,PATRIOTA,2020,-22.9056391,-47.059564
1023,55,ARTUR CASSEB ORSI,2288,PSD,2020,-22.9056391,-47.059564
1023,55,Partido Social Democrático,75,PSD,2020,-22.9056391,-47.059564
1023,55055,MARCELO DUCHOVNI SILVA,392,PSD,2020,-22.9056391,-47.059564
1023,55123,ANGELO DINIZ,71,PSD,2020,-22.9056391,-47.059564
1023,55444,RONALD TANIMOTO CELESTINO,31,,2020,-22.9056391,-47.059564
1023,55555,FLÁVIO MAYNARDES ARAUJO,69,PSD,2020,-22.9056391,-47.059564
1023,55655,NELSON HOSSRI NETO,283,PSD,2020,-22.9056391,-47.059564
1023,65,ALESSANDRA RIBEIRO MARTINS,325,PC DO B,2020,-22.9056391,-47.059564
1023,65222,ADRIANO APARECIDO ELIAS DA SILVA,111,PC DO B,2020,-22.9056391,-47.059564
1023,65656,GUSTAVO LEMOS PETTA,128,PC DO B,2020,-22.9056391,-47.059564
1023,70030,FELIPE CEZAR MONTEIRO DE SOUZA,55,AVANTE,2020,-22.9056391,-47.059564
1023,70133,HELIO ALVES MOREIRA,30,AVANTE,2020,-22.9056391,-47.059564
1023,70555,MARCELO VITAL,39,AVANTE,2020,-22.9056391,-47.059564
1023,70890,MILTON SOARES MUCHIUTTE,78,AVANTE,2020,-22.9056391,-47.059564
1023,77100,JAIR QUINALIA,41,SOLIDARIEDADE,2020,-22.9056391,-47.059564
1023,95,VOTO BRANCO,2415,,2020,-22.9056391,-47.059564
1023,96,VOTO NULO,4430,,2020,-22.9056391,-47.059564
1031,10,DARIO JORGE GIOLO SAADI,5312,REPUBLICANOS,2020,-22.9056391,-47.059564
1031,10,REPUBLICANOS,70,REPUBLICANOS,2020,-22.9056391,-47.059564
1031,10123,FERNANDO CESAR RIBEIRO MENDES,95,REPUBLICANOS,2020,-22.9056391,-47.059564
1031,11111,JAIME DE SOUZA,45,PP,2020,-22.9056391,-47.059564
1031,11123,DENILSON DO PRADO,42,PP,2020,-22.9056391,-47.059564
1031,11190,ISRAEL NANTES SANTOS,33,PP,2020,-22.9056391,-47.059564
1031,12,HÉLIO DE OLIVEIRA SANTOS,71,,2020,-22.9056391,-47.059564
1031,13,PEDRO TOURINHO DE SIQUEIRA,1194,PT,2020,-22.9056391,-47.059564
1031,13,Partido dos Trabalhadores,101,PT,2020,-22.9056391,-47.059564
1031,13020,MARGARIDA DA SILVA CALIXTO,55,PT,2020,-22.9056391,-47.059564
1031,13123,PAOLLA CATHERINE DOS SANTOS MIGUEL AGARD,34,PT,2020,-22.9056391,-47.059564
1031,13613,CARLOS ROBERTO DE OLIVEIRA,41,PT,2020,-22.9056391,-47.059564
1031,14,TERESINHA DE CARVALHO,194,PTB,2020,-22.9056391,-47.059564
1031,15000,ARNALDO SALVETTI PALÁCIO JUNIOR,64,MDB,2020,-22.9056391,-47.059564
1031,15100,YANKO GONCALVES MELLO,31,MDB,2020,-22.9056391,-47.059564
1031,17800,JEZIEL SEVERINO DA SILVA,30,PSL,2020,-22.9056391,-47.059564
1031,19000,APARECIDO DE CAMPOS FILHO,35,,2020,-22.9056391,-47.059564
1031,22,Partido Liberal,63,PL,2020,-22.9056391,-47.059564
1031,22,RAFAEL FERNANDO ZIMBALDI,3262,PL,2020,-22.9056391,-47.059564
1031,22006,ALDO ALVES JUNIOR,42,PL,2020,-22.9056391,-47.059564
1031,22019,FELIPE PEREIRA DE CAMPOS VERGUEIRO,45,PL,2020,-22.9056391,-47.059564
1031,22111,CAROLINA LOURENÇO DEFILIPPI GONÇALVES,62,PL,2020,-22.9056391,-47.059564
1031,22123,JORGE ROBERTO SCHENEIDER,48,PL,2020,-22.9056391,-47.059564
1031,22622,EDEVALDO DE MELO,47,PL,2020,-22.9056391,-47.059564
1031,23,ANDRÉ LUIZ DE CAMARGO VON ZUBEN,113,CIDADANIA,2020,-22.9056391,-47.059564
1031,23123,PAULO CESAR HADDAD,35,CIDADANIA,2020,-22.9056391,-47.059564
1031,23456,HENRI MAEDA,41,CIDADANIA,2020,-22.9056391,-47.059564
1031,25123,WANDERLEY LUIZ SARTORI,81,DEM,2020,-22.9056391,-47.059564
1031,28,ROGÉRIO STRACIALANO PARADA,124,PRTB,2020,-22.9056391,-47.059564
1031,30,Partido Novo,56,,2020,-22.9056391,-47.059564
1031,30333,FRANCISCO ASSIS DA CONCEIÇÃO,47,NOVO,2020,-22.9056391,-47.059564
1031,30500,MARIA CRISTINA DE OLIVEIRA,49,NOVO,2020,-22.9056391,-47.059564
1031,30777,JONATHAS DE SIQUEIRA FERREIRA,77,NOVO,2020,-22.9056391,-47.059564
1031,30900,DANIEL BISCOLA PEREIRA,51,NOVO,2020,-22.9056391,-47.059564
1031,30999,PAULO SÉRGIO BARCELLOS GASPAR,86,NOVO,2020,-22.9056391,-47.059564
1031,40000,LUIS MOKITI YABIKU,83,PSB,2020,-22.9056391,-47.059564
1031,40013,JAIRSON VALERIO DOS ANJOS,136,PSB,2020,-22.9056391,-47.059564
1031,40112,FILIPE BATISTA MARCHESI,62,PSB,2020,-22.9056391,-47.059564
1031,40345,CLAUDINEI ALMEIDA,32,PSB,2020,-22.9056391,-47.059564
1031,40456,PERMINIO MONTEIRO DA SILVA,72,PSB,2020,-22.9056391,-47.059564
1031,43,ROGERIO MENEZES DE MELLO,123,PV,2020,-22.9056391,-47.059564
1031,43123,LUIZ CARLOS ROSSINI,50,PV,2020,-22.9056391,-47.059564
1031,43210,ROGERS FUSSI AVEIRO,36,PV,2020,-22.9056391,-47.059564
1031,43430,CARLOS ROBERTO ALVIM,82,PV,2020,-22.9056391,-47.059564
1031,45123,GUILHERME DAMASCENO FERNANDES,54,PSDB,2020,-22.9056391,-47.059564
1031,45222,JORGE DOS SANTOS MONTANARI,43,PSDB,2020,-22.9056391,-47.059564
1031,45234,MARCOS JOSÉ BERNARDELLI,42,PSDB,2020,-22.9056391,-47.059564
1031,45678,LUIZ HENRIQUE CIRILO,87,PSDB,2020,-22.9056391,-47.059564
1031,50000,PAULO ROBERTO BUFALO,48,PSOL,2020,-22.9056391,-47.059564
1031,50001,MARCELA DIAS MOREIRA,36,PSOL,2020,-22.9056391,-47.059564
1031,50100,MARIANA CONTI TAKAHASHI,140,PSOL,2020,-22.9056391,-47.059564
1031,50123,ÉLICE NATALIA BOTELHO,37,PSOL,2020,-22.9056391,-47.059564
1031,50300,LETÍCIA SOUZA MOREIRA BENEVIDES,62,PSOL,2020,-22.9056391,-47.059564
1031,51,WILSON KELLER DE MATOS,163,PATRIOTA,2020,-22.9056391,-47.059564
1031,55,ARTUR CASSEB ORSI,1749,PSD,2020,-22.9056391,-47.059564
1031,55,Partido Social Democrático,51,PSD,2020,-22.9056391,-47.059564
1031,55055,MARCELO DUCHOVNI SILVA,347,PSD,2020,-22.9056391,-47.059564
1031,55123,ANGELO DINIZ,34,PSD,2020,-22.9056391,-47.059564
1031,55555,FLÁVIO MAYNARDES ARAUJO,63,PSD,2020,-22.9056391,-47.059564
1031,55655,NELSON HOSSRI NETO,134,PSD,2020,-22.9056391,-47.059564
1031,65,ALESSANDRA RIBEIRO MARTINS,169,PC DO B,2020,-22.9056391,-47.059564
1031,65656,GUSTAVO LEMOS PETTA,54,PC DO B,2020,-22.9056391,-47.059564
1031,70030,FELIPE CEZAR MONTEIRO DE SOUZA,48,AVANTE,2020,-22.9056391,-47.059564
1031,70890,MILTON SOARES MUCHIUTTE,34,AVANTE,2020,-22.9056391,-47.059564
1031,77100,JAIR QUINALIA,30,SOLIDARIEDADE,2020,-22.9056391,-47.059564
1031,77677,CLOVIS CORDEIRO,45,SOLIDARIEDADE,2020,-22.9056391,-47.059564
1031,95,VOTO BRANCO,1546,,2020,-22.9056391,-47.059564
1031,96,VOTO NULO,3028,,2020,-22.9056391,-47.059564
1040,10,DARIO JORGE GIOLO SAADI,6888,REPUBLICANOS,2020,-22.9056391,-47.059564
1040,10,REPUBLICANOS,83,REPUBLICANOS,2020,-22.9056391,-47.059564
1040,10122,LUIZ GONZAGA,88,REPUBLICANOS,2020,-22.9056391,-47.059564
1040,10123,FERNANDO CESAR RIBEIRO MENDES,174,REPUBLICANOS,2020,-22.9056391,-47.059564
1040,10200,HIGOR DIEGO RALLA,55,REPUBLICANOS,2020,-22.9056391,-47.059564
1040,10234,JAKSSON LEANDRO LUCIANO GONÇALVES,79,REPUBLICANOS,2020,-22.9056391,-47.059564
1040,11111,JAIME DE SOUZA,46,PP,2020,-22.9056391,-47.059564
1040,11190,ISRAEL NANTES SANTOS,45,PP,2020,-22.9056391,-47.059564
1040,12,HÉLIO DE OLIVEIRA SANTOS,196,,2020,-22.9056391,-47.059564
1040,12,Partido Democrático Trabalhista,43,,2020,-22.9056391,-47.059564
1040,12345,AURELIO JOSE CLAUDIO,197,PDT,2020,-22.9056391,-47.059564
1040,13,PEDRO TOURINHO DE SIQUEIRA,2072,PT,2020,-22.9056391,-47.059564
1040,13,Partido dos Trabalhadores,228,PT,2020,-22.9056391,-47.059564
1040,13020,MARGARIDA DA SILVA CALIXTO,83,PT,2020,-22.9056391,-47.059564
1040,13112,JUAREZ BISPO MATEUS,50,PT,2020,-22.9056391,-47.059564
