nr_candidato,nm_candidato,sg_partido,ds_cargo,total_votos,zonas_com_voto,ano
15100,YANKO GONCALVES MELLO,MDB,Vereador,1749,7,2020
40677,CID FERREIRA DE SOUZA,PSB,Vereador,1673,7,2020
43000,VAGNER DOS SANTOS BELLINI,PV,Vereador,1654,7,2020
55123,ANGELO DINIZ,PSD,Vereador,1635,7,2020
45045,THOMAZ ALCANTARA CAVALLARO,PSDB,Vereador,1577,7,2020
25999,MARCONE JOSÉ DE LIMA,DEM,Vereador,1565,7,2020
22999,GASPARINO RAIMUNDO DA SILVA,PL,Vereador,1559,7,2020
40345,CLAUDINEI ALMEIDA,PSB,Vereador,1519,7,2020
20320,CLAUDIO JOSÉ BERNARDES,PSC,Vereador,1517,7,2020
20123,MAURICELE DA SILVA LOPES,PSC,Vereador,1489,7,2020
13331,VERA LÚCIA RODRIGUES DE FARIA,PT,Vereador,1487,7,2020
23456,HENRI MAEDA,CIDADANIA,Vereador,1433,7,2020
65123,ORESTES AUGUSTO TOLEDO,PC do B,Vereador,1417,7,2020
12345,AURELIO JOSE CLAUDIO,PDT,Vereador,1370,7,2020
20345,ISAC MONEGO,PSC,Vereador,1365,7,2020
50222,ROBERTO LUIS STEVENSON PRADO,PSOL,Vereador,1357,7,2020
17500,ORLEANS DE SA ALENCAR,PSL,Vereador,1328,7,2020
14013,KATIA STANCATO,PTB,Vereador,1306,7,2020
20456,FABIO CAMILO DE ALMEIDA,PSC,Vereador,1301,7,2020
11181,MARCOS ALVES FERREIRA,PP,Vereador,1297,7,2020
70133,HELIO ALVES MOREIRA,AVANTE,Vereador,1272,7,2020
22243,ABRAÃO STREY,PL,Vereador,1248,7,2020
65035,ANDREA APARECIDA DE JESUS MENDES,PC do B,Vereador,1170,7,2020
43300,CARLOS EDUARDO DEPIERI,PV,Vereador,1158,7,2020
65222,ADRIANO APARECIDO ELIAS DA SILVA,PC do B,Vereador,1156,7,2020
30333,FRANCISCO ASSIS DA CONCEIÇÃO,NOVO,Vereador,1153,7,2020
20020,CARLOS EDUARDO CRUZ,PSC,Vereador,1150,7,2020
22300,JORGE VEIGA JUNIOR,PL,Vereador,1142,7,2020
40777,ANDRÉ JORGE MARUJO,PSB,Vereador,1140,7,2020
10122,LUIZ GONZAGA,REPUBLICANOS,Vereador,1129,7,2020
70000,FRANCISCA ROSANA MONTANHER,AVANTE,Vereador,1117,7,2020
30100,ADELSON FONSECA BEZERRA,NOVO,Vereador,1112,7,2020
10234,JAKSSON LEANDRO LUCIANO GONÇALVES,REPUBLICANOS,Vereador,1104,7,2020
23026,MARJORIE DA COSTA HENRIQUE RODRIGUES,CIDADANIA,Vereador,1095,7,2020
10000,PAULO SERGIO CAMPANA,REPUBLICANOS,Vereador,1095,7,2020
30222,MARCIA ANTONIA CIA RIBEIRO SANTOS,NOVO,Vereador,1077,7,2020
13001,SILVIO JOSÉ MARQUES,PT,Vereador,1074,7,2020
22333,THELMA ELAINE BRASILEIRO ROBERTI,PL,Vereador,1060,7,2020
30000,ANDRE ROBERTO FREITAS FERREIRA PINTO,NOVO,Vereador,1056,7,2020
14115,PEDRO ANDRE DOS SANTOS,PTB,Vereador,1056,7,2020
23238,LI LI MIN,CIDADANIA,Vereador,1053,7,2020
45022,VALDIR APARECIDO TERRAZAN,PSDB,Vereador,1049,7,2020
40400,IVONE CRESCENCIO DA SILVA MENDONÇA,PSB,Vereador,1048,7,2020
55321,LUIS HENRIQUE CARVALHO DA SILVA,PSD,Vereador,1045,7,2020
40555,LUIZ FERNANDO MARIANO MATEUS,PSB,Vereador,1025,7,2020
40110,ARMINDO LIMA DE ALMEIDA,PSB,Vereador,1014,7,2020
77767,JULIANO ANTONIO MARÇAL,SOLIDARIEDADE,Vereador,1004,7,2020
25123,WANDERLEY LUIZ SARTORI,DEM,Vereador,1003,7,2020
70123,VALDEIR LUCCHIARI,AVANTE,Vereador,1001,7,2020
43333,GIVALDO FERREIRA DE LIMA,PV,Vereador,989,7,2020
20700,ELCIO BATISTA,PSC,Vereador,985,7,2020
40220,DOUGLAS MENEZES,PSB,Vereador,972,7,2020
23923,ANA STELA ALVES DE LIMA,CIDADANIA,Vereador,963,7,2020
22500,MOISES MARQUES DE ABREU,PL,Vereador,954,7,2020
25777,JORGE RICARDO TEIXEIRA CEZARIO,DEM,Vereador,954,7,2020
20500,JOSÉ CARLOS FURIOSO,PSC,Vereador,948,7,2020
25555,SARA EVANGELISTA SARDINHA,DEM,Vereador,944,7,2020
40040,ADILSON DE SOUZA ROCHA,PSB,Vereador,943,7,2020
13138,SOLANGE LOUREIRO POZZUTO,PT,Vereador,941,7,2020
77010,PAULO ROBERTO DOS SANTOS VIEIRA,SOLIDARIEDADE,Vereador,936,7,2020
20153,ALEXANDRE MORAES DE ALVARENGA RANGEL,PSC,Vereador,921,7,2020
22700,PAULA DA SILVA RAMOS,PL,Vereador,919,7,2020
30153,MIRIAM MARIA ANTUNES DE SOUZA,NOVO,Vereador,907,7,2020
25110,AMANDO RIBEIRO DOS SANTOS JUNIOR,DEM,Vereador,906,7,2020
13100,LUIZ CARLOS FELICIDADE,PT,Vereador,905,7,2020
13456,ROSEMIRO APARECIDO FERREIRA,PT,Vereador,904,7,2020
30300,SANDRA HELENA FERNANDES,NOVO,Vereador,903,7,2020
77000,RICARDO JOSÉ PEREIRA,SOLIDARIEDADE,Vereador,875,7,2020
30007,MARCÉLIO ANDRADE LEÃO,NOVO,Vereador,868,7,2020
13135,EVELYN SILVA DO NASCIMENTO VICENTE DA SILVA,PT,Vereador,863,7,2020
17716,DIVINO SEBASTIÃO DA SILVA,PSL,Vereador,858,7,2020
77800,CREBIO DINIZ DE ALMEIDA,SOLIDARIEDADE,Vereador,856,7,2020
22200,WESLEY ALVARO MONTEIRO AGUIAR,PL,Vereador,846,7,2020
15789,JOSE CARLOS DO NASCIMENTO OLIVEIRA,MDB,Vereador,844,7,2020
70190,CLODOALDO MAIOLINI FILHO,AVANTE,Vereador,839,7,2020
40100,JOSE BATISTA DE CARVALHO FILHO,PSB,Vereador,834,7,2020
17117,CLEMENTE JOSE CAPUCHINHO,PSL,Vereador,832,7,2020
55500,AILTON LOURENÇO DA SILVA,PSD,Vereador,816,7,2020
77890,ANA PAULA DA SILVA LUZ,SOLIDARIEDADE,Vereador,804,7,2020
10080,LUIZ FELIPE DE OLIVEIRA THEODORO,REPUBLICANOS,Vereador,799,7,2020
77777,WLADMIR DE SOUZA CARNEIRO,SOLIDARIEDADE,Vereador,798,7,2020
11321,ALEXANDRE BARBOSA DA SILVA,PP,Vereador,796,7,2020
25111,JOSÉ FRANCISCO DA SILVA,DEM,Vereador,796,7,2020
15111,INACIO RODRIGUES DA FONSECA,MDB,Vereador,790,7,2020
40500,JOÃO JOTA SILVA,PSB,Vereador,781,7,2020
19620,MIGUEL ARCANJO MONTEIRO VICENTE,PODE,Vereador,778,7,2020
77300,MILTON DA SILVA FARIA,SOLIDARIEDADE,Vereador,771,7,2020
15050,ANDRE LUIS SILVA DE SOUZA,MDB,Vereador,767,7,2020
15222,WENDELL BRANDAO DOS SANTOS,MDB,Vereador,766,7,2020
10555,FLAUBERT DE ARAUJO,REPUBLICANOS,Vereador,762,7,2020
10010,CLAUDIO CORMANICH,REPUBLICANOS,Vereador,758,7,2020
45567,ROBERTO AQUIO SASAKI,PSDB,Vereador,747,7,2020
11123,DENILSON DO PRADO,PP,Vereador,741,7,2020
70234,NOEL CORDEIRO TEIXEIRA,AVANTE,Vereador,730,7,2020
11038,EDERSON PERIN MARTINS,PP,Vereador,720,7,2020
55888,DANILO BOTELHO SANCHES,PSD,Vereador,715,7,2020
77118,CARLOS ANTONIO DE MENDONÇA,SOLIDARIEDADE,Vereador,711,7,2020
45600,DANILO RIDYER PALMA,PSDB,Vereador,710,7,2020
17123,SEBASTIÃO PEREIRA DOS SANTOS,PSL,Vereador,710,7,2020
43190,CARLOS ROBERTO DOS SANTOS,PV,Vereador,706,7,2020
70100,RAFAEL BRESSANE ALVES,AVANTE,Vereador,691,7,2020
11311,ALMIRANTE PEDRO ALVARES CABRAL,PP,Vereador,686,7,2020
15300,ADRIANA EMILIA HEITMANN GONÇALVES TEIXEIRA FONTES,MDB,Vereador,682,7,2020
40006,ROSA PAULA SELHI,PSB,Vereador,676,7,2020
25030,ITAMAR MARTINS CAMPOY,DEM,Vereador,673,7,2020
77677,CLOVIS CORDEIRO,SOLIDARIEDADE,Vereador,671,7,2020
70777,ANTONIO GONZALEZ DOS SANTOS,AVANTE,Vereador,668,7,2020
23023,MIKAIL CARDOSO SOARES,CIDADANIA,Vereador,668,7,2020
11336,FLÁVIO EDILSON PADOVINI,PP,Vereador,664,7,2020
23698,RILDO CARLOS PRAZERES DOS SANTOS,CIDADANIA,Vereador,664,7,2020
25007,LEONARDO RUELA SANTANA,DEM,Vereador,645,7,2020
77031,ANDRÉ LUIS TOLOTTO,SOLIDARIEDADE,Vereador,641,7,2020
20078,CARLOS EDUARDO ZANCHETA,PSC,Vereador,636,7,2020
40019,ALEXANDRE SPENCER RAMPAZO VASCONCELLOS,PSB,Vereador,636,7,2020
77500,CLAUDINEI APARECIDO DO CARMO,SOLIDARIEDADE,Vereador,635,7,2020
77456,SILVIO CESAR SOUZA,SOLIDARIEDADE,Vereador,631,7,2020
22800,ANA CAROLINA LOPES CALUSNI,PL,Vereador,624,7,2020
22038,TULIO AUGUSTO MARTINS SIQUEIRA,PL,Vereador,618,7,2020
22888,SANDRO ORLANDO RAFFA,PL,Vereador,613,7,2020
40999,GILBERTO MANOEL DE ALMEIDA,PSB,Vereador,604,7,2020
15456,LUCINEA APARECIDA DA SILVA,MDB,Vereador,602,7,2020
50050,JOSÉ APARECIDO RODRIGUES DE SOUZA,PSOL,Vereador,601,7,2020
22122,DAIANE PATRICIA DE BARROS BEZERRA,PL,Vereador,595,7,2020
13113,MATHEUS ALVES ALBINO,PT,Vereador,594,7,2020
55200,MARIANGELA DA COSTA PETTINARI PENNA MAGLIONI,PSD,Vereador,594,7,2020
22456,FÁBIO LUIS DE LIMA,PL,Vereador,589,7,2020
15500,JOSE PEDRO NUNES,MDB,Vereador,568,7,2020
77211,DORGIVAL JOSE DE LIMA,SOLIDARIEDADE,Vereador,561,7,2020
10789,CARLOS JOSE LEMOS,REPUBLICANOS,Vereador,560,7,2020
22580,CRISTIANO FORIGATO,PL,Vereador,558,7,2020
20120,CLAUDINEY ALONSO,PSC,Vereador,554,7,2020
15400,ALTAIR DE JESUS AMORIM,MDB,Vereador,553,7,2020
14230,MARCO ANTONIO HENRIQUE,PTB,Vereador,553,7,2020
23011,ELIAS RODRIGUES BASTOS,CIDADANIA,Vereador,549,7,2020
20224,REGINALDO DOS SANTOS NUNES,PSC,Vereador,545,7,2020
77007,CLOVIS DE AZEVEDO NETO,SOLIDARIEDADE,Vereador,544,7,2020
43555,LUIZ GUSTAVO MERLO,PV,Vereador,539,7,2020
14604,JOÃO DIRANI JUNIOR,PTB,Vereador,537,7,2020
43210,ROGERS FUSSI AVEIRO,PV,Vereador,535,7,2020
28028,CARLOS ALBERTO BERTOLDO,PRTB,Vereador,534,7,2020
13333,ALEX PEREIRA BAHIA,PT,Vereador,530,7,2020
40422,DEUCI FATIMA SOARES,PSB,Vereador,528,7,2020
55005,EDUARDO FACTOR,PSD,Vereador,526,7,2020
10333,NOEMI SILVANA PRATES DE OLIVEIRA,REPUBLICANOS,Vereador,526,7,2020
11000,ANTONIO JOSÉ SOARES DOS SANTOS,PP,Vereador,525,7,2020
55000,RAFAEL FERNANDES TEÓFILO,PSD,Vereador,524,7,2020
40001,ANDERSON DELBUE GIANETTI,PSB,Vereador,522,7,2020
70070,EMERSON SANTANA PIVATO,AVANTE,Vereador,522,7,2020
14014,ANNIBAL MATHIAS FILHO,PTB,Vereador,513,7,2020
50650,ALEXANDRE TORTORELLA MANDL,PSOL,Vereador,513,7,2020
23000,NADINA APARECIDA FERNANDES DOS SANTOS,CIDADANIA,Vereador,500,7,2020
25600,LUCIANA AUGUSTA DOS SANTOS CARVALHO PINHO,DEM,Vereador,500,7,2020
20222,SEBASTIÃO CARLOS TORRES,PSC,Vereador,498,7,2020
13222,JULIANO HENRIQUE DAVOLI FINELLI,PT,Vereador,497,7,2020
25200,MARCELINO FELISBERTO DA COSTA,DEM,Vereador,495,7,2020
28000,JOSE AFONSO DA COSTA BITTENCOURT,PRTB,Vereador,492,7,2020
77789,VANDERLEI MARCOS FERRARI,SOLIDARIEDADE,Vereador,484,7,2020
10500,ROGERIO BERNARDES BOGONE,REPUBLICANOS,Vereador,482,7,2020
19017,FERNANDO LUIS COUTINHO NEVES,PODE,Vereador,472,7,2020
23222,MARCIO OLIVEIRA SANTOS,CIDADANIA,Vereador,471,7,2020
65565,PAULO SERGIO PEREIRA DA SILVA,PC do B,Vereador,470,7,2020
50505,DANIEL LUIS ALVES,PSOL,Vereador,470,7,2020
15123,FABIO OLIVEIRA DA SILVA,MDB,Vereador,467,7,2020
30123,MARNE DA SILVA CAMPOS,NOVO,Vereador,461,7,2020
22100,LEONARDO ROCHA DÓRO,PL,Vereador,459,7,2020
77990,VALERIA RUSSO DA SILVA,SOLIDARIEDADE,Vereador,455,7,2020
15015,JOAO CARLOS NUNES DA MATA,MDB,Vereador,454,7,2020
22369,FERNANDA APARECIDA FIDELIS DE SOUZA,PL,Vereador,453,7,2020
13500,ROGÉRIO NUNES,PT,Vereador,449,7,2020
22889,ELISÂNGELA KELI DELARICA MACHADO DE FARIA,PL,Vereador,441,7,2020
15190,SANDRA CANDIDO MORETTI,MDB,Vereador,439,7,2020
19099,JOÃO OLIMPIO SANTANA FERREIRA,PODE,Vereador,434,7,2020
77999,ANGELINA MAIA PRAXEDES,SOLIDARIEDADE,Vereador,433,7,2020
15600,SANDRA APARECIDA RODRIGUES PITON,MDB,Vereador,430,7,2020
45200,ADENILTON FELIPE DOS SANTOS,PSDB,Vereador,429,7,2020
22006,ALDO ALVES JUNIOR,PL,Vereador,428,7,2020
14400,CARLOS ROBERTO DE SOUZA,PTB,Vereador,419,7,2020
55007,MARCELO DE OLIVEIRA FRANCISCO,PSD,Vereador,419,7,2020
11249,NOEMIAS CAMARGO JUNIOR,PP,Vereador,417,7,2020
40204,DANIEL DE BRITO BERNABÉ,PSB,Vereador,414,7,2020
17620,PEDRO ALVES MARTINS,PSL,Vereador,411,7,2020
11011,WALDIR CUSTÓDIO DE LIMA,PP,Vereador,409,7,2020
20200,MARCOS FERNANDO GUILLEN,PSC,Vereador,409,7,2020
10345,OSCAR NEVES GUIMARÃES,REPUBLICANOS,Vereador,406,7,2020
19123,VONE DA SILVA MARQUES,PODE,Vereador,405,7,2020
11033,SEBASTIAO BORGES DE ARAUJO,PP,Vereador,404,7,2020
70789,RAIMUNDO MIRANDA DOS SANTOS FILHO,AVANTE,Vereador,404,7,2020
13000,IRANDIR SANTOS DA CONCEIÇÃO,PT,Vereador,402,7,2020
20300,VALDIR FERREIRA,PSC,Vereador,400,7,2020
17213,VALDIR APARECIDO MERIN,PSL,Vereador,399,7,2020
77123,CLODOALDO MISTURA,SOLIDARIEDADE,Vereador,398,7,2020
40012,JURACY PEREIRA COUTINHO JUNIOR,PSB,Vereador,398,7,2020
19999,RUBENS BRASILINO ROCHA,PODE,Vereador,397,7,2020
90100,EVANDRO EDUARDO DE SOUZA,PROS,Vereador,396,7,2020
77888,JOSE CARLOS DE JESUS CLARIO,SOLIDARIEDADE,Vereador,395,7,2020
14111,JAIRO INACIO DO NASCIMENTO,PTB,Vereador,392,7,2020
15135,CLAUDIO LUIZ MORAES,MDB,Vereador,391,7,2020
11222,EDINEI EDUARDO CESCHI,PP,Vereador,390,7,2020
55234,MARINÊS BARBOSA DA SILVA,PSD,Vereador,385,7,2020
77190,RICARDO JOSE DE SOUZA,SOLIDARIEDADE,Vereador,385,7,2020
11078,ZACARIAS NUNES DE SIQUEIRA,PP,Vereador,382,7,2020
23345,WILLIAM GONÇALVEZ MARTINS,CIDADANIA,Vereador,378,7,2020
43346,MAURO ACIR CRIPPA JUNIOR,PV,Vereador,377,7,2020
40024,DONIZETE DA COSTA AMARAL,PSB,Vereador,375,7,2020
17333,ROSA FERREIRA DA SILVA,PSL,Vereador,374,7,2020
14333,RODOLFO TEIXEIRA CORREA,PTB,Vereador,371,7,2020
51051,JOÃO ADELINO ROCHA,PATRIOTA,Vereador,370,7,2020
30730,CÁSSIO HERVELLA,NOVO,Vereador,365,7,2020
22777,VALMIR APARECIDO MARÇAL,PL,Vereador,365,7,2020
55678,ABIATA JOSE DE LIMA,PSD,Vereador,363,7,2020
15700,PEDRO AGOSTINHO BERNARDO DE OLIVEIRA,MDB,Vereador,361,7,2020
22212,DANIEL DOS SANTOS,PL,Vereador,361,7,2020
70701,LUIZ NUNES MENDES NETO,AVANTE,Vereador,360,7,2020
70779,VALERIA APARECIDA FIRMINO,AVANTE,Vereador,358,7,2020
10600,RUBENS EIDE JUNIOR,REPUBLICANOS,Vereador,358,7,2020
25025,APARECIDO GOMES CORREIA,DEM,Vereador,356,7,2020
13112,JUAREZ BISPO MATEUS,PT,Vereador,354,7,2020
25333,EMERSON VETACA,DEM,Vereador,350,7,2020
13161,MARIA LÚCIA QUIRINO DE CASTRO,PT,Vereador,349,7,2020
17412,JOSE REIS GABRIEL,PSL,Vereador,348,7,2020
15156,JOSE TADEU ALVES MOREIRA,MDB,Vereador,348,7,2020
70655,JOSÉ WILSON DANTAS,AVANTE,Vereador,346,7,2020
15001,CLAUDINEI BENEDITO PRUDÊNCIO FORTES,MDB,Vereador,345,7,2020
13060,WALCY DE OLIVEIRA,PT,Vereador,344,7,2020
65180,APARECIDA CÉLIA DOS SANTOS,PC do B,Vereador,344,7,2020
10190,ARGEU ALENCAR DA SILVA,REPUBLICANOS,Vereador,337,7,2020
25190,VLADIMIR RIBEIRO,DEM,Vereador,333,7,2020
23789,ELIAS ALVES DOS SANTOS,CIDADANIA,Vereador,328,7,2020
10700,PAULO ALVES MAIA,REPUBLICANOS,Vereador,328,7,2020
11234,VILSON DORIVAL FRANÇA,PP,Vereador,327,7,2020
43034,KATTYA CRISTINA GAIOTTO,PV,Vereador,327,7,2020
22223,HELIET TELMIS FERRARI,PL,Vereador,326,7,2020
19422,ARMANDO LOPES,PODE,Vereador,323,7,2020
70888,JOÃO LUIS CAIRES,AVANTE,Vereador,321,7,2020
17456,IRDIVAL APARECIDO FREZZATO,PSL,Vereador,320,7,2020
65650,ELISIENE DE NASCIMENTO LOBO,PC do B,Vereador,319,7,2020
40140,CAROLINA NOGUEIRA BOSCOLO,PSB,Vereador,318,7,2020
40333,LARA SOFIA FRIGERI,PSB,Vereador,317,7,2020
10978,LUIZA HELENA CAGLIARI DE SOUZA,REPUBLICANOS,Vereador,314,7,2020
12777,CLAUDIO RISSI,PDT,Vereador,314,7,2020
14136,CARLOS ROBERTO TOLEDO,PTB,Vereador,314,7,2020
17700,CLAUDIO ROBERTO NAVA,PSL,Vereador,314,7,2020
43777,DANIELLA AMADA RODRIGUES GOMES DOS SANTOS,PV,Vereador,309,7,2020
43233,CRISTIANE MENDES DE OLIVERA,PV,Vereador,307,7,2020
20789,VALDIRLEI MARTINGHI,PSC,Vereador,304,7,2020
55150,ISRAEL APARECIDO NASCIMENTO,PSD,Vereador,303,7,2020
51555,CÉSAR HENRIQUE MASUTTE,PATRIOTA,Vereador,300,7,2020
10999,ROSINEI APARECIDA MOREIRA MATOKANOVIC,REPUBLICANOS,Vereador,300,7,2020
23500,ROSA CASTELO,CIDADANIA,Vereador,299,7,2020
17555,CARLOS RUBEM BARRETTO XAVIER,PSL,Vereador,299,7,2020
25031,CLAUDEMIR DOMINGOS,DEM,Vereador,297,7,2020
22321,GILBERT JOSE DE MELLO,PL,Vereador,297,7,2020
10321,JORDANA DE SOUSA MOURA ARAUJO,REPUBLICANOS,Vereador,294,7,2020
19466,SEBASTIÃO ROQUE RODRIGUES,PODE,Vereador,291,7,2020
25003,ANDREY DA SILVA CARVALHO,DEM,Vereador,291,7,2020
22345,SILVIA MARLENE DA GRAÇA SILVA,PL,Vereador,291,7,2020
25905,HILDEBRANDO ALVES DE OLIVEIRA,DEM,Vereador,291,7,2020
43192,CIRLENE DOS SANTOS,PV,Vereador,289,7,2020
77025,JUVENIL NATALINO CELESTINO,SOLIDARIEDADE,Vereador,289,7,2020
55855,VANDILSON DA COSTA LOPES,PSD,Vereador,289,7,2020
22072,LEONDAS DE JESUS PEREIRA,PL,Vereador,289,7,2020
22722,SANDRO TEIXEIRA BATISTA,PL,Vereador,288,7,2020
20888,MANOEL NEVES DOS SANTOS,PSC,Vereador,286,7,2020
15011,CLAUDIOMAR CEZARIO DOS SANTOS LIMA,MDB,Vereador,284,7,2020
77222,JOSÉ FERNANDES SILVA,SOLIDARIEDADE,Vereador,281,7,2020
70700,VITO ANTONIO LUGIANNATIELLO,AVANTE,Vereador,280,7,2020
23230,LUIS CARLOS SANTOS,CIDADANIA,Vereador,280,7,2020
70345,ADEMIR PAULO NUNES DE ALMEIDA,AVANTE,Vereador,278,7,2020
45888,JOÃO DE FREITAS PATRICIO NETO,PSDB,Vereador,277,7,2020
14123,CRISTINA OLIVEIRA DE PAULA FERIANI,PTB,Vereador,274,7,2020
22766,MARCELO LEANDRO PEREIRA DOS SANTOS,PL,Vereador,271,7,2020
15800,ALEXANDRE DE OLIVEIRA,MDB,Vereador,271,7,2020
45518,ANGELO ROBERTO RIBEIRO DA CUNHA JUNIOR,PSDB,Vereador,270,7,2020
77733,MARIA JOSE DALLA BERNARDINA,SOLIDARIEDADE,Vereador,269,7,2020
55330,ANDERSON GUIZONI JUNIOR,PSD,Vereador,267,7,2020
22125,FRANCISCO RALPH NASCIMENTO VARONI,PL,Vereador,264,7,2020
50180,REBEKA GONÇALVES DIAS,PSOL,Vereador,264,7,2020
15755,ERIVELTO SOUZA DE MORAES,MDB,Vereador,264,7,2020
17100,GERALDO GABRIEL GAVA,PSL,Vereador,263,7,2020
11878,LUCIVÂNIA PINHEIRO BARBOSA,PP,Vereador,263,7,2020
20121,CLAUDIONOR RODRIGUES PORTO,PSC,Vereador,263,7,2020
10025,BRUNO APARECIDO DE LIMA,REPUBLICANOS,Vereador,262,7,2020
33170,RAIMUNDO FERREIRA DE SOUZA,PMN,Vereador,261,7,2020
25065,FRANCISCO DAS CHAGAS VIDAL FERREIRA,DEM,Vereador,259,7,2020
51533,EDSON TIAGO AUGUSTO,PATRIOTA,Vereador,259,7,2020
65100,PAULA AUGUSTO GALATI GAINO,PC do B,Vereador,258,7,2020
51234,ANDREIA PEREIRA FERRAZ,PATRIOTA,Vereador,258,7,2020
77555,HELEN PATRICIA MERIM,SOLIDARIEDADE,Vereador,255,7,2020
65500,ANGELO RAFAEL BARRETO,PC do B,Vereador,254,7,2020
